admin0Name_en,admin0Name_ar,admin0Pcode,admin1Name_en,admin1Name_ar,admin1Pcode,admin2Name_en,admin2Name_ar,admin2Pcode,admin3Name_en,admin3Name_ar,admin3Pcode,admin3RefName_en,admin3RefName_ar,admin3AltName1_en,admin3AltName1_ar,admin3AltName2_en,admin3AltName2_ar,LastUpdateDate,validOn,validTo
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Ariha,أريحا,SY0705,Ariha,مركز أريحا,SY070500,Ariha,مركز أريحا,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Ariha,أريحا,SY0705,Ehsem,احسم,SY070501,Ehsem,احسم,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Ariha,أريحا,SY0705,Mhambal,محمبل,SY070502,Mhambal,محمبل,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Jisr-Ash-Shugur,مركز جسر الشغور,SY070400,Jisr-Ash-Shugur,مركز جسر الشغور,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Badama,بداما,SY070401,Badama,بداما,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Darkosh,دركوش,SY070402,Darkosh,دركوش,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Janudiyeh,الجانودية,SY070403,Janudiyeh,الجانودية,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Harim,حارم,SY0703,Harim,مركز حارم,SY070300,Harim,مركز حارم,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Harim,حارم,SY0703,Dana,دانا,SY070301,Dana,دانا,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Harim,حارم,SY0703,Salqin,سلقين,SY070302,Salqin,سلقين,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Harim,حارم,SY0703,Kafr Takharim,كفر تخاريم,SY070303,Kafr Takharim,كفر تخاريم,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Harim,حارم,SY0703,Qourqeena,قورقينا,SY070304,Qourqeena,قورقينا,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Harim,حارم,SY0703,Armanaz,أرمناز,SY070305,Armanaz,أرمناز,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Idleb,مركز إدلب,SY0700,Abul Thohur,أبو الظهور,SY070001,Abul Thohur,أبو الظهور,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Idleb,مركز إدلب,SY0700,Bennsh,بنش,SY070002,Bennsh,بنش,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Idleb,مركز إدلب,SY0700,Saraqab,سراقب,SY070003,Saraqab,سراقب,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Idleb,مركز إدلب,SY0700,Teftnaz,تفتناز,SY070004,Teftnaz,تفتناز,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Idleb,مركز إدلب,SY0700,Maaret Tamsrin,معرة تمصرين,SY070005,Maaret Tamsrin,معرة تمصرين,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Idleb,مركز إدلب,SY0700,Sarmin,سرمين,SY070006,Sarmin,سرمين,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Idleb,مركز إدلب,SY0700,Idleb,مركز إدلب,SY070000,Idleb,مركز إدلب,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Al Ma'ra,معرة النعمان,SY0702,Ma'arrat An Nu'man,مركز معرة النعمان,SY070200,Maarrat An Numan,مركز معرة النعمان,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Al Ma'ra,معرة النعمان,SY0702,Khan Shaykun,خان شيخون,SY070201,Khan Shaykun,خان شيخون,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Al Ma'ra,معرة النعمان,SY0702,Sanjar,سنجار,SY070202,Sanjar,سنجار,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Al Ma'ra,معرة النعمان,SY0702,Kafr Nobol,كفر نبل,SY070203,Kafr Nobol,كفر نبل,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Al Ma'ra,معرة النعمان,SY0702,Tamanaah,التمانعة,SY070204,Tamanaah,التمانعة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Al Ma'ra,معرة النعمان,SY0702,Heish,حيش,SY070205,Heish,حيش,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Quamishli,القامشلي,SY0802,Quamishli,مركز القامشلي,SY080200,Quamishli,مركز القامشلي,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Quamishli,القامشلي,SY0802,Tal Hmis,تل حميس,SY080201,Tal Hmis,تل حميس,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Quamishli,القامشلي,SY0802,Amuda,عامودا,SY080202,Amuda,عامودا,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Quamishli,القامشلي,SY0802,Qahtaniyyeh,قحطانية,SY080203,Qahtaniyyeh,قحطانية,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Al-Malikeyyeh,المالكية,SY0803,Al-Malikeyyeh,مركز المالكية,SY080300,Al-Malikeyyeh,مركز المالكية,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Al-Malikeyyeh,المالكية,SY0803,Jawadiyah,جوادية,SY080301,Jawadiyah,جوادية,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Al-Malikeyyeh,المالكية,SY0803,Ya'robiyah,يعربية,SY080302,Yarobiyah,يعربية,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Ras Al Ain,رأس العين,SY0804,Ras Al Ain,مركز رأس العين,SY080400,Ras Al Ain,مركز رأس العين,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Ras Al Ain,رأس العين,SY0804,Darbasiyah,درباسية,SY080401,Darbasiyah,درباسية,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Al-Hasakeh,مركز الحسكة,SY0800,Al-Hasakeh,مركز الحسكة,SY080000,Al-Hasakeh,مركز الحسكة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Al-Hasakeh,مركز الحسكة,SY0800,Tal Tamer,تل تمر,SY080001,Tal Tamer,تل تمر,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Al-Hasakeh,مركز الحسكة,SY0800,Shadadah,شدادة,SY080002,Shadadah,شدادة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Al-Hasakeh,مركز الحسكة,SY0800,Markada,مركدة,SY080003,Markada,مركدة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Al-Hasakeh,مركز الحسكة,SY0800,Be'r Al-Hulo Al-Wardeyyeh,بئر الحلو الوردية,SY080004,Ber Al-Hulo Al-Wardeyyeh,بئر الحلو الوردية,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Al-Hasakeh,مركز الحسكة,SY0800,Areesheh,العريشة,SY080005,Areesheh,العريشة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Al-Hasakeh,مركز الحسكة,SY0800,Hole,الهول,SY080006,Hole,الهول,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Ar-Raqqa,الرقة,SY11,Ath-Thawrah,الثورة,SY1103,Al-Thawrah,مركز الثورة,SY110300,Al-Thawrah,مركز الثورة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Ar-Raqqa,الرقة,SY11,Ath-Thawrah,الثورة,SY1103,Mansura,المنصورة,SY110301,Mansura,المنصورة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Ar-Raqqa,الرقة,SY11,Ath-Thawrah,الثورة,SY1103,Jurneyyeh,الجرنية,SY110302,Jurneyyeh,الجرنية,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Ar-Raqqa,الرقة,SY11,Tell Abiad,تل أبيض,SY1102,Tell Abiad,مركز تل أبيض,SY110200,Tell Abiad,مركز تل أبيض,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Ar-Raqqa,الرقة,SY11,Tell Abiad,تل أبيض,SY1102,Suluk,سلوك,SY110201,Suluk,سلوك,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Ar-Raqqa,الرقة,SY11,Tell Abiad,تل أبيض,SY1102,Ein Issa,عين عيسى,SY110202,Ein Issa,عين عيسى,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Ar-Raqqa,الرقة,SY11,Ar-Raqqa,مركز الرقة,SY1101,Ar-Raqqa,مركز الرقة,SY110100,Ar-Raqqa,مركز الرقة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Ar-Raqqa,الرقة,SY11,Ar-Raqqa,مركز الرقة,SY1101,Sabka,السبخة,SY110101,Sabka,السبخة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Ar-Raqqa,الرقة,SY11,Ar-Raqqa,مركز الرقة,SY1101,Karama,الكرامة,SY110102,Karama,الكرامة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Ar-Raqqa,الرقة,SY11,Ar-Raqqa,مركز الرقة,SY1101,Maadan,معدان,SY110103,Maadan,معدان,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,As-Sweida,السويداء,SY13,Shahba,شهبا,SY1303,Shaqa,شقا,SY130301,Shaqa,شقا,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,As-Sweida,السويداء,SY13,Shahba,شهبا,SY1303,Ariqa,العريقة,SY130302,Ariqa,العريقة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,As-Sweida,السويداء,SY13,Shahba,شهبا,SY1303,Little Sura,الصورة الصغيرة,SY130303,Little Sura,الصورة الصغيرة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,As-Sweida,السويداء,SY13,Shahba,شهبا,SY1303,Shahba,مركز شهبا,SY130300,Shahba,مركز شهبا,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,As-Sweida,السويداء,SY13,Salkhad,صلخد,SY1302,Salkhad,مركز صلخد,SY130200,Salkhad,مركز صلخد,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,As-Sweida,السويداء,SY13,Salkhad,صلخد,SY1302,Qarayya,القريا,SY130201,Qarayya,القريا,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,As-Sweida,السويداء,SY13,Salkhad,صلخد,SY1302,Gharyeh,الغارية,SY130202,Gharyeh,الغارية,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,As-Sweida,السويداء,SY13,Salkhad,صلخد,SY1302,Thibeen,ذيبين,SY130203,Thibeen,ذيبين,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,As-Sweida,السويداء,SY13,Salkhad,صلخد,SY1302,Milh,ملح,SY130204,Milh,ملح,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,As-Sweida,السويداء,SY13,As-Sweida,مركز السويداء,SY1300,As-Sweida,مركز السويداء,SY130000,As-Sweida,مركز السويداء,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,As-Sweida,السويداء,SY13,As-Sweida,مركز السويداء,SY1300,Mazra'a,المزرعة,SY130001,Mazraa,المزرعة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,As-Sweida,السويداء,SY13,As-Sweida,مركز السويداء,SY1300,Mashnaf,المشنف,SY130002,Mashnaf,المشنف,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Quneitra,القنيطرة,SY14,Al Fiq,فيق,SY1402,Fiq,مركز فيق,SY140200,Fiq,مركز فيق,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Quneitra,القنيطرة,SY14,Al Fiq,فيق,SY1402,Al-Butayhah,البطيحة,SY140201,Al-Butayhah,البطيحة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Quneitra,القنيطرة,SY14,Quneitra,مركز القنيطرة,SY1400,Quneitra,مركز القنيطرة,SY140000,Quneitra,مركز القنيطرة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Quneitra,القنيطرة,SY14,Quneitra,مركز القنيطرة,SY1400,Khan Arnaba,خان أرنبة,SY140001,Khan Arnaba,خان أرنبة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Quneitra,القنيطرة,SY14,Quneitra,مركز القنيطرة,SY1400,Al-Khashniyyeh,الخشنية,SY140002,Al-Khashniyyeh,الخشنية,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Quneitra,القنيطرة,SY14,Quneitra,مركز القنيطرة,SY1400,Masaada,مسعدة,SY140003,Masaada,مسعدة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Al-Haffa,الحفة,SY0603,Kansaba,كنسبا,SY060303,Kansaba,كنسبا,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Al-Haffa,الحفة,SY0603,Salanfa,صلنفة,SY060301,Salanfa,صلنفة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Al-Haffa,الحفة,SY0603,Mzair'a,مزيرعة,SY060304,Mzaira,مزيرعة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Al-Haffa,الحفة,SY0603,Ein Et-teeneh,عين التينة,SY060302,Ein Et-teeneh,عين التينة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Al-Haffa,الحفة,SY0603,Al-Haffa,مركزالحفة,SY060300,Al-Haffa,مركزالحفة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Al-Qardaha,القرداحة,SY0604,Fakhura,الفاخورة,SY060402,Fakhura,الفاخورة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Al-Qardaha,القرداحة,SY0604,Jobet Berghal,جوبة برغال,SY060403,Jobet Berghal,جوبة برغال,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Al-Qardaha,القرداحة,SY0604,Al-Qardaha,مركز القرداحة,SY060400,Al-Qardaha,مركز القرداحة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Al-Qardaha,القرداحة,SY0604,Harf Elmseitra,حرف المسيترة,SY060401,Harf Elmseitra,حرف المسيترة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Jablah,جبلة,SY0602,Jablah,مركز جبلة,SY060200,Jablah,مركز جبلة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Jablah,جبلة,SY0602,Qteilbiyyeh,القطيلبية,SY060202,Qteilbiyyeh,القطيلبية,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Jablah,جبلة,SY0602,Ein Shaqaq,عين شقاق,SY060203,Ein Shaqaq,عين شقاق,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Jablah,جبلة,SY0602,Dalyeh,دالية,SY060204,Dalyeh,دالية,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Jablah,جبلة,SY0602,Ein Elsharqiyeh,عين الشرقية,SY060201,Ein Elsharqiyeh,عين الشرقية,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Jablah,جبلة,SY0602,Beit Yashout,بيت ياشوط,SY060205,Beit Yashout,بيت ياشوط,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Lattakia,مركز اللاذقية,SY0600,Rabee'a,ربيعة,SY060002,Rabeea,ربيعة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Lattakia,مركز اللاذقية,SY0600,Bahlolieh,البهلولية,SY060001,Bahlolieh,البهلولية,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Lattakia,مركز اللاذقية,SY0600,Ein El-Bayda,عين البيضا,SY060003,Ein El-Bayda,عين البيضا,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Lattakia,مركز اللاذقية,SY0600,Kasab,كسب,SY060005,Kasab,كسب,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Lattakia,مركز اللاذقية,SY0600,Hanadi,هنادي,SY060006,Hanadi,هنادي,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Lattakia,مركز اللاذقية,SY0600,Qastal Maaf,قسطل معاف,SY060004,Qastal Maaf,قسطل معاف,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Lattakia,اللاذقية,SY06,Lattakia,مركز اللاذقية,SY0600,Lattakia,مركز اللاذقية,SY060000,Lattakia,مركز اللاذقية,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,A'zaz,اعزاز,SY0204,Aghtrin,اخترين,SY020401,Aghtrin,اخترين,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,A'zaz,اعزاز,SY0204,Suran,صوران,SY020405,Suran - Aleppo,صوران - حلب,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,A'zaz,اعزاز,SY0204,A'zaz,مركز اعزاز,SY020400,Azaz,مركز اعزاز,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,A'zaz,اعزاز,SY0204,Mare',مارع,SY020403,Mare,مارع,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,A'zaz,اعزاز,SY0204,Tall Refaat,تل رفعت,SY020402,Tall Refaat,تل رفعت,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,A'zaz,اعزاز,SY0204,Nabul,نبل,SY020404,Nabul,نبل,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Al Bab,الباب,SY0202,Ar-Ra'ee,الراعي,SY020203,Ar-Raee,الراعي,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Al Bab,الباب,SY0202,A'rima,عريمة,SY020206,Arima,عريمة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Al Bab,الباب,SY0202,Al Bab,مركز الباب,SY020200,Al Bab,مركز الباب,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Al Bab,الباب,SY0202,Tadaf,تادف,SY020201,Tadaf,تادف,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Al Bab,الباب,SY0202,Rasm Haram El-Imam,رسم حرمل الامام,SY020205,Rasm Haram El-Imam,رسم حرمل الامام,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Al Bab,الباب,SY0202,Dayr Hafir,دير حافر,SY020202,Dayr Hafir,دير حافر,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Al Bab,الباب,SY0202,Eastern Kwaires ,كويرس شرقي,SY020204,Eastern Kwaires ,كويرس شرقي,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,As-Safira,السفيرة,SY0207,As-Safira,مركز السفيرة,SY020700,As-Safira,مركز السفيرة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,As-Safira,السفيرة,SY0207,Banan,بنان,SY020702,Banan,بنان,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,As-Safira,السفيرة,SY0207,Hajeb,الحاجب,SY020703,Hajeb,الحاجب,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,As-Safira,السفيرة,SY0207,Khanaser,خناصر,SY020701,Khanaser,خناصر,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Tall Ed-daman,تل الضمان,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Hadher,الحاضر,SY020006,Hadher,الحاضر,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Zarbah,الزربة,SY020005,Zarbah,الزربة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Daret Azza,دارة عزة,SY020004,Daret Azza,دارة عزة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Atareb,أتارب,SY020001,Atareb,أتارب,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Haritan,حريتان,SY020003,Haritan,حريتان,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Jebel Saman,مركز جبل سمعان,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jarablus,جرابلس,SY0208,Jarablus,مركز جرابلس,SY020800,Jarablus,مركز جرابلس,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jarablus,جرابلس,SY0208,Ghandorah,غندورة,SY020801,Ghandorah,غندورة,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Afrin,عفرين,SY0203,Bulbul,بلبل,SY020301,Bulbul,بلبل,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Afrin,عفرين,SY0203,Raju,راجو,SY020303,Raju,راجو,,,,,2016-09-05,2016-09-05,
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Afrin,عفرين,SY0203,Ma'btali,معبطلي,SY020306,Mabtali,معبطلي,,,,,2016-09-05,2016-09-05,
