adm2_tr,adm2_en,adm1_tr,adm1_en,adm1_code,adm0_tr,adm0_en,pcode
ÇİĞLİ,CIGLI,İZMİR,IZMIR,TUR035,TÜRKİYE,TURKEY,TUR035010
DİKİLİ,DIKILI,İZMİR,IZMIR,TUR035,TÜRKİYE,TURKEY,TUR035011
FOÇA,FOCA,İZMİR,IZMIR,TUR035,TÜRKİYE,TURKEY,TUR035012
GAZİEMİR,GAZIEMIR,İZMİR,IZMIR,TUR035,TÜRKİYE,TURKEY,TUR035013
GÜZELBAHÇE,GUZELBAHCE,İZMİR,IZMIR,TUR035,TÜRKİYE,TURKEY,TUR035014
KARABAĞLAR,KARABAGLAR,İZMİR,IZMIR,TUR035,TÜRKİYE,TURKEY,TUR035015
KARABURUN,KARABURUN,İZMİR,IZMIR,TUR035,TÜRKİYE,TURKEY,TUR035016
KARŞIYAKA,KARSIYAKA,İZMİR,IZMIR,TUR035,TÜRKİYE,TURKEY,TUR035017
KEMALPAŞA,KEMALPASA,İZMİR,IZMIR,TUR035,TÜRKİYE,TURKEY,TUR035018
KINIK,KINIK,İZMİR,IZMIR,TUR035,TÜRKİYE,TURKEY,TUR035019
KİRAZ,KIRAZ,İZMİR,IZMIR,TUR035,TÜRKİYE,TURKEY,TUR035020
KONAK,KONAK,İZMİR,IZMIR,TUR035,TÜRKİYE,TURKEY,TUR035021
MENDERES,MENDERES,İZMİR,IZMIR,TUR035,TÜRKİYE,TURKEY,TUR035022
MENEMEN,MENEMEN,İZMİR,IZMIR,TUR035,TÜRKİYE,TURKEY,TUR035023
NARLIDERE,NARLIDERE,İZMİR,IZMIR,TUR035,TÜRKİYE,TURKEY,TUR035024
ÖDEMİŞ,ODEMIS,İZMİR,IZMIR,TUR035,TÜRKİYE,TURKEY,TUR035025
SEFERİHİSAR,SEFERIHISAR,İZMİR,IZMIR,TUR035,TÜRKİYE,TURKEY,TUR035026
SELÇUK,SELCUK,İZMİR,IZMIR,TUR035,TÜRKİYE,TURKEY,TUR035027
TİRE,TIRE,İZMİR,IZMIR,TUR035,TÜRKİYE,TURKEY,TUR035028
TORBALI,TORBALI,İZMİR,IZMIR,TUR035,TÜRKİYE,TURKEY,TUR035029
URLA,URLA,İZMİR,IZMIR,TUR035,TÜRKİYE,TURKEY,TUR035030
AFŞİN,AFSIN,KAHRAMANMARAŞ,KAHRAMANMARAS,TUR046,TÜRKİYE,TURKEY,TUR046001
ANDIRIN,ANDIRIN,KAHRAMANMARAŞ,KAHRAMANMARAS,TUR046,TÜRKİYE,TURKEY,TUR046002
ÇAĞLAYANCERİT,CAGLAYANCERIT,KAHRAMANMARAŞ,KAHRAMANMARAS,TUR046,TÜRKİYE,TURKEY,TUR046003
DULKADİROĞLU,DULKADIROGLU,KAHRAMANMARAŞ,KAHRAMANMARAS,TUR046,TÜRKİYE,TURKEY,TUR046004
EKİNÖZÜ,EKINOZU,KAHRAMANMARAŞ,KAHRAMANMARAS,TUR046,TÜRKİYE,TURKEY,TUR046005
ELBİSTAN,ELBISTAN,KAHRAMANMARAŞ,KAHRAMANMARAS,TUR046,TÜRKİYE,TURKEY,TUR046006
GÖKSUN,GOKSUN,KAHRAMANMARAŞ,KAHRAMANMARAS,TUR046,TÜRKİYE,TURKEY,TUR046007
NURHAK,NURHAK,KAHRAMANMARAŞ,KAHRAMANMARAS,TUR046,TÜRKİYE,TURKEY,TUR046008
ONİKİŞUBAT,ONIKISUBAT,KAHRAMANMARAŞ,KAHRAMANMARAS,TUR046,TÜRKİYE,TURKEY,TUR046009
PAZARCIK,PAZARCIK,KAHRAMANMARAŞ,KAHRAMANMARAS,TUR046,TÜRKİYE,TURKEY,TUR046010
TÜRKOĞLU,TURKOGLU,KAHRAMANMARAŞ,KAHRAMANMARAS,TUR046,TÜRKİYE,TURKEY,TUR046011
EFLANİ,EFLANI,KARABÜK,KARABUK,TUR078,TÜRKİYE,TURKEY,TUR078001
ESKİPAZAR,ESKIPAZAR,KARABÜK,KARABUK,TUR078,TÜRKİYE,TURKEY,TUR078002
KARABÜK,KARABUK,KARABÜK,KARABUK,TUR078,TÜRKİYE,TURKEY,TUR078003
OVACIK,OVACIK,KARABÜK,KARABUK,TUR078,TÜRKİYE,TURKEY,TUR078004
SAFRANBOLU,SAFRANBOLU,KARABÜK,KARABUK,TUR078,TÜRKİYE,TURKEY,TUR078005
YENİCE,YENICE,KARABÜK,KARABUK,TUR078,TÜRKİYE,TURKEY,TUR078006
AYRANCI,AYRANCI,KARAMAN,KARAMAN,TUR070,TÜRKİYE,TURKEY,TUR070001
BAŞYAYLA,BASYAYLA,KARAMAN,KARAMAN,TUR070,TÜRKİYE,TURKEY,TUR070002
ERMENEK,ERMENEK,KARAMAN,KARAMAN,TUR070,TÜRKİYE,TURKEY,TUR070003
KARAMAN,KARAMAN,KARAMAN,KARAMAN,TUR070,TÜRKİYE,TURKEY,TUR070004
KAZIMKARABEKİR,KAZIMKARABEKIR,KARAMAN,KARAMAN,TUR070,TÜRKİYE,TURKEY,TUR070005
SARIVELİLER,SARIVELILER,KARAMAN,KARAMAN,TUR070,TÜRKİYE,TURKEY,TUR070006
AKYAKA,AKYAKA,KARS,KARS,TUR036,TÜRKİYE,TURKEY,TUR036001
ARPAÇAY,ARPACAY,KARS,KARS,TUR036,TÜRKİYE,TURKEY,TUR036002
DİGOR,DIGOR,KARS,KARS,TUR036,TÜRKİYE,TURKEY,TUR036003
KAĞIZMAN,KAGIZMAN,KARS,KARS,TUR036,TÜRKİYE,TURKEY,TUR036004
KARS,KARS,KARS,KARS,TUR036,TÜRKİYE,TURKEY,TUR036005
SARIKAMIŞ,SARIKAMIS,KARS,KARS,TUR036,TÜRKİYE,TURKEY,TUR036006
SELİM,SELIM,KARS,KARS,TUR036,TÜRKİYE,TURKEY,TUR036007
SUSUZ,SUSUZ,KARS,KARS,TUR036,TÜRKİYE,TURKEY,TUR036008
ABANA,ABANA,KASTAMONU,KASTAMONU,TUR037,TÜRKİYE,TURKEY,TUR037001
AĞLI,AGLI,KASTAMONU,KASTAMONU,TUR037,TÜRKİYE,TURKEY,TUR037002
ARAÇ,ARAC,KASTAMONU,KASTAMONU,TUR037,TÜRKİYE,TURKEY,TUR037003
AZDAVAY,AZDAVAY,KASTAMONU,KASTAMONU,TUR037,TÜRKİYE,TURKEY,TUR037004
BOZKURT,BOZKURT,KASTAMONU,KASTAMONU,TUR037,TÜRKİYE,TURKEY,TUR037005
ÇATALZEYTİN,CATALZEYTIN,KASTAMONU,KASTAMONU,TUR037,TÜRKİYE,TURKEY,TUR037007
CİDE,CIDE,KASTAMONU,KASTAMONU,TUR037,TÜRKİYE,TURKEY,TUR037006
DADAY,DADAY,KASTAMONU,KASTAMONU,TUR037,TÜRKİYE,TURKEY,TUR037008
DEVREKANİ,DEVREKANI,KASTAMONU,KASTAMONU,TUR037,TÜRKİYE,TURKEY,TUR037009
DOĞANYURT,DOGANYURT,KASTAMONU,KASTAMONU,TUR037,TÜRKİYE,TURKEY,TUR037010
HANÖNÜ,HANONU,KASTAMONU,KASTAMONU,TUR037,TÜRKİYE,TURKEY,TUR037011
İHSANGAZİ,IHSANGAZI,KASTAMONU,KASTAMONU,TUR037,TÜRKİYE,TURKEY,TUR037012
İNEBOLU,INEBOLU,KASTAMONU,KASTAMONU,TUR037,TÜRKİYE,TURKEY,TUR037013
KASTAMONU,KASTAMONU,KASTAMONU,KASTAMONU,TUR037,TÜRKİYE,TURKEY,TUR037014
KÜRE,KURE,KASTAMONU,KASTAMONU,TUR037,TÜRKİYE,TURKEY,TUR037015
PINARBAŞI,PINARBASI,KASTAMONU,KASTAMONU,TUR037,TÜRKİYE,TURKEY,TUR037016
ŞENPAZAR,SENPAZAR,KASTAMONU,KASTAMONU,TUR037,TÜRKİYE,TURKEY,TUR037018
SEYDİLER,SEYDILER,KASTAMONU,KASTAMONU,TUR037,TÜRKİYE,TURKEY,TUR037017
TAŞKÖPRÜ,TASKOPRU,KASTAMONU,KASTAMONU,TUR037,TÜRKİYE,TURKEY,TUR037019
TOSYA,TOSYA,KASTAMONU,KASTAMONU,TUR037,TÜRKİYE,TURKEY,TUR037020
AKKIŞLA,AKKISLA,KAYSERİ,KAYSERI,TUR038,TÜRKİYE,TURKEY,TUR038001
BÜNYAN,BUNYAN,KAYSERİ,KAYSERI,TUR038,TÜRKİYE,TURKEY,TUR038002
DEVELİ,DEVELI,KAYSERİ,KAYSERI,TUR038,TÜRKİYE,TURKEY,TUR038003
FELAHİYE,FELAHIYE,KAYSERİ,KAYSERI,TUR038,TÜRKİYE,TURKEY,TUR038004
HACILAR,HACILAR,KAYSERİ,KAYSERI,TUR038,TÜRKİYE,TURKEY,TUR038005
İNCESU,INCESU,KAYSERİ,KAYSERI,TUR038,TÜRKİYE,TURKEY,TUR038006
KOCASİNAN,KOCASINAN,KAYSERİ,KAYSERI,TUR038,TÜRKİYE,TURKEY,TUR038007
MELİKGAZİ,MELIKGAZI,KAYSERİ,KAYSERI,TUR038,TÜRKİYE,TURKEY,TUR038008
ÖZVATAN,OZVATAN,KAYSERİ,KAYSERI,TUR038,TÜRKİYE,TURKEY,TUR038009
PINARBAŞI,PINARBASI,KAYSERİ,KAYSERI,TUR038,TÜRKİYE,TURKEY,TUR038010
SARIOĞLAN,SARIOGLAN,KAYSERİ,KAYSERI,TUR038,TÜRKİYE,TURKEY,TUR038011
SARIZ,SARIZ,KAYSERİ,KAYSERI,TUR038,TÜRKİYE,TURKEY,TUR038012
TALAS,TALAS,KAYSERİ,KAYSERI,TUR038,TÜRKİYE,TURKEY,TUR038013
TOMARZA,TOMARZA,KAYSERİ,KAYSERI,TUR038,TÜRKİYE,TURKEY,TUR038014
YAHYALI,YAHYALI,KAYSERİ,KAYSERI,TUR038,TÜRKİYE,TURKEY,TUR038015
YEŞİLHİSAR,YESILHISAR,KAYSERİ,KAYSERI,TUR038,TÜRKİYE,TURKEY,TUR038016
ELBEYLİ,ELBEYLI,KİLİS,KILIS,TUR079,TÜRKİYE,TURKEY,TUR079001
KİLİS,KILIS,KİLİS,KILIS,TUR079,TÜRKİYE,TURKEY,TUR079002
MUSABEYLİ,MUSABEYLI,KİLİS,KILIS,TUR079,TÜRKİYE,TURKEY,TUR079003
POLATELİ,POLATELI,KİLİS,KILIS,TUR079,TÜRKİYE,TURKEY,TUR079004
BAHŞILI,BAHSILI,KIRIKKALE,KIRIKKALE,TUR071,TÜRKİYE,TURKEY,TUR071001
BALIŞEYH,BALISEYH,KIRIKKALE,KIRIKKALE,TUR071,TÜRKİYE,TURKEY,TUR071002
ÇELEBİ,CELEBI,KIRIKKALE,KIRIKKALE,TUR071,TÜRKİYE,TURKEY,TUR071003
DELİCE,DELICE,KIRIKKALE,KIRIKKALE,TUR071,TÜRKİYE,TURKEY,TUR071004
KARAKEÇİLİ,KARAKECILI,KIRIKKALE,KIRIKKALE,TUR071,TÜRKİYE,TURKEY,TUR071005
KESKİN,KESKIN,KIRIKKALE,KIRIKKALE,TUR071,TÜRKİYE,TURKEY,TUR071006
KIRIKKALE,KIRIKKALE,KIRIKKALE,KIRIKKALE,TUR071,TÜRKİYE,TURKEY,TUR071007
SULAKYURT,SULAKYURT,KIRIKKALE,KIRIKKALE,TUR071,TÜRKİYE,TURKEY,TUR071008
YAHŞİHAN,YAHSIHAN,KIRIKKALE,KIRIKKALE,TUR071,TÜRKİYE,TURKEY,TUR071009
BABAESKİ,BABAESKI,KIRKLARELİ,KIRKLARELI,TUR039,TÜRKİYE,TURKEY,TUR039001
DEMİRKÖY,DEMIRKOY,KIRKLARELİ,KIRKLARELI,TUR039,TÜRKİYE,TURKEY,TUR039002
KIRKLARELİ,KIRKLARELI,KIRKLARELİ,KIRKLARELI,TUR039,TÜRKİYE,TURKEY,TUR039003
KOFÇAZ,KOFCAZ,KIRKLARELİ,KIRKLARELI,TUR039,TÜRKİYE,TURKEY,TUR039004
LÜLEBURGAZ,LULEBURGAZ,KIRKLARELİ,KIRKLARELI,TUR039,TÜRKİYE,TURKEY,TUR039005
PEHLİVANKÖY,PEHLIVANKOY,KIRKLARELİ,KIRKLARELI,TUR039,TÜRKİYE,TURKEY,TUR039006
PINARHİSAR,PINARHISAR,KIRKLARELİ,KIRKLARELI,TUR039,TÜRKİYE,TURKEY,TUR039007
VİZE,VIZE,KIRKLARELİ,KIRKLARELI,TUR039,TÜRKİYE,TURKEY,TUR039008
AKÇAKENT,AKCAKENT,KIRŞEHİR,KIRSEHIR,TUR040,TÜRKİYE,TURKEY,TUR040001
AKPINAR,AKPINAR,KIRŞEHİR,KIRSEHIR,TUR040,TÜRKİYE,TURKEY,TUR040002
BOZTEPE,BOZTEPE,KIRŞEHİR,KIRSEHIR,TUR040,TÜRKİYE,TURKEY,TUR040003
ÇİÇEKDAĞI,CICEKDAGI,KIRŞEHİR,KIRSEHIR,TUR040,TÜRKİYE,TURKEY,TUR040004
KAMAN,KAMAN,KIRŞEHİR,KIRSEHIR,TUR040,TÜRKİYE,TURKEY,TUR040005
KIRŞEHİR,KIRSEHIR,KIRŞEHİR,KIRSEHIR,TUR040,TÜRKİYE,TURKEY,TUR040006
MUCUR,MUCUR,KIRŞEHİR,KIRSEHIR,TUR040,TÜRKİYE,TURKEY,TUR040007
BAŞİSKELE,BASISKELE,KOCAELİ,KOCAELI,TUR041,TÜRKİYE,TURKEY,TUR041001
ÇAYIROVA,CAYIROVA,KOCAELİ,KOCAELI,TUR041,TÜRKİYE,TURKEY,TUR041002
DARICA,DARICA,KOCAELİ,KOCAELI,TUR041,TÜRKİYE,TURKEY,TUR041003
DERİNCE,DERINCE,KOCAELİ,KOCAELI,TUR041,TÜRKİYE,TURKEY,TUR041004
DİLOVASI,DILOVASI,KOCAELİ,KOCAELI,TUR041,TÜRKİYE,TURKEY,TUR041005
GEBZE,GEBZE,KOCAELİ,KOCAELI,TUR041,TÜRKİYE,TURKEY,TUR041006
GÖLCÜK,GOLCUK,KOCAELİ,KOCAELI,TUR041,TÜRKİYE,TURKEY,TUR041007
İZMİT,IZMIT,KOCAELİ,KOCAELI,TUR041,TÜRKİYE,TURKEY,TUR041008
KANDIRA,KANDIRA,KOCAELİ,KOCAELI,TUR041,TÜRKİYE,TURKEY,TUR041009
KARAMÜRSEL,KARAMURSEL,KOCAELİ,KOCAELI,TUR041,TÜRKİYE,TURKEY,TUR041010
KARTEPE,KARTEPE,KOCAELİ,KOCAELI,TUR041,TÜRKİYE,TURKEY,TUR041011
KÖRFEZ,KORFEZ,KOCAELİ,KOCAELI,TUR041,TÜRKİYE,TURKEY,TUR041012
AHIRLI,AHIRLI,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042001
AKÖREN,AKOREN,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042002
AKŞEHİR,AKSEHIR,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042003
ALTINEKİN,ALTINEKIN,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042004
BEYŞEHİR,BEYSEHIR,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042005
BOZKIR,BOZKIR,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042006
ÇELTİK,CELTIK,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042008
CİHANBEYLİ,CIHANBEYLI,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042007
ÇUMRA,CUMRA,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042009
DERBENT,DERBENT,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042010
DEREBUCAK,DEREBUCAK,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042011
DOĞANHİSAR,DOGANHISAR,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042012
EMİRGAZİ,EMIRGAZI,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042013
EREĞLİ,EREGLI,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042014
GÜNEYSINIR,GUNEYSINIR,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042015
HADİM,HADIM,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042016
HALKAPINAR,HALKAPINAR,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042017
HÜYÜK,HUYUK,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042018
ILGIN,ILGIN,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042019
KADINHANI,KADINHANI,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042020
KARAPINAR,KARAPINAR,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042021
KARATAY,KARATAY,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042022
KULU,KULU,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042023
MERAM,MERAM,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042024
SARAYÖNÜ,SARAYONU,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042025
SELÇUKLU,SELCUKLU,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042026
SEYDİŞEHİR,SEYDISEHIR,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042027
TAŞKENT,TASKENT,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042028
TUZLUKÇU,TUZLUKCU,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042029
YALIHÜYÜK,YALIHUYUK,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042030
YUNAK,YUNAK,KONYA,KONYA,TUR042,TÜRKİYE,TURKEY,TUR042031
ALTINTAŞ,ALTINTAS,KÜTAHYA,KUTAHYA,TUR043,TÜRKİYE,TURKEY,TUR043001
ASLANAPA,ASLANAPA,KÜTAHYA,KUTAHYA,TUR043,TÜRKİYE,TURKEY,TUR043002
ÇAVDARHİSAR,CAVDARHISAR,KÜTAHYA,KUTAHYA,TUR043,TÜRKİYE,TURKEY,TUR043003
DOMANİÇ,DOMANIC,KÜTAHYA,KUTAHYA,TUR043,TÜRKİYE,TURKEY,TUR043004
DUMLUPINAR,DUMLUPINAR,KÜTAHYA,KUTAHYA,TUR043,TÜRKİYE,TURKEY,TUR043005
EMET,EMET,KÜTAHYA,KUTAHYA,TUR043,TÜRKİYE,TURKEY,TUR043006
GEDİZ,GEDIZ,KÜTAHYA,KUTAHYA,TUR043,TÜRKİYE,TURKEY,TUR043007
HİSARCIK,HISARCIK,KÜTAHYA,KUTAHYA,TUR043,TÜRKİYE,TURKEY,TUR043008
KÜTAHYA,KUTAHYA,KÜTAHYA,KUTAHYA,TUR043,TÜRKİYE,TURKEY,TUR043009
PAZARLAR,PAZARLAR,KÜTAHYA,KUTAHYA,TUR043,TÜRKİYE,TURKEY,TUR043010
ŞAPHANE,SAPHANE,KÜTAHYA,KUTAHYA,TUR043,TÜRKİYE,TURKEY,TUR043012
SİMAV,SIMAV,KÜTAHYA,KUTAHYA,TUR043,TÜRKİYE,TURKEY,TUR043011
TAVŞANLI,TAVSANLI,KÜTAHYA,KUTAHYA,TUR043,TÜRKİYE,TURKEY,TUR043013
AKÇADAĞ,AKCADAG,MALATYA,MALATYA,TUR044,TÜRKİYE,TURKEY,TUR044001
ARAPGİR,ARAPGIR,MALATYA,MALATYA,TUR044,TÜRKİYE,TURKEY,TUR044002
ARGUVAN,ARGUVAN,MALATYA,MALATYA,TUR044,TÜRKİYE,TURKEY,TUR044003
BATTALGAZİ,BATTALGAZI,MALATYA,MALATYA,TUR044,TÜRKİYE,TURKEY,TUR044004
DARENDE,DARENDE,MALATYA,MALATYA,TUR044,TÜRKİYE,TURKEY,TUR044005
DOĞANŞEHİR,DOGANSEHIR,MALATYA,MALATYA,TUR044,TÜRKİYE,TURKEY,TUR044006
DOĞANYOL,DOGANYOL,MALATYA,MALATYA,TUR044,TÜRKİYE,TURKEY,TUR044007
HEKİMHAN,HEKIMHAN,MALATYA,MALATYA,TUR044,TÜRKİYE,TURKEY,TUR044008
KALE,KALE,MALATYA,MALATYA,TUR044,TÜRKİYE,TURKEY,TUR044009
KULUNCAK,KULUNCAK,MALATYA,MALATYA,TUR044,TÜRKİYE,TURKEY,TUR044010
PÜTÜRGE,PUTURGE,MALATYA,MALATYA,TUR044,TÜRKİYE,TURKEY,TUR044011
YAZIHAN,YAZIHAN,MALATYA,MALATYA,TUR044,TÜRKİYE,TURKEY,TUR044012
YEŞİLYURT,YESILYURT,MALATYA,MALATYA,TUR044,TÜRKİYE,TURKEY,TUR044013
AHMETLİ,AHMETLI,MANİSA,MANISA,TUR045,TÜRKİYE,TURKEY,TUR045001
AKHİSAR,AKHISAR,MANİSA,MANISA,TUR045,TÜRKİYE,TURKEY,TUR045002
ALAŞEHİR,ALASEHIR,MANİSA,MANISA,TUR045,TÜRKİYE,TURKEY,TUR045003
DEMİRCİ,DEMIRCI,MANİSA,MANISA,TUR045,TÜRKİYE,TURKEY,TUR045004
GÖLMARMARA,GOLMARMARA,MANİSA,MANISA,TUR045,TÜRKİYE,TURKEY,TUR045005
GÖRDES,GORDES,MANİSA,MANISA,TUR045,TÜRKİYE,TURKEY,TUR045006
KIRKAĞAÇ,KIRKAGAC,MANİSA,MANISA,TUR045,TÜRKİYE,TURKEY,TUR045007
KÖPRÜBAŞI,KOPRUBASI,MANİSA,MANISA,TUR045,TÜRKİYE,TURKEY,TUR045008
KULA,KULA,MANİSA,MANISA,TUR045,TÜRKİYE,TURKEY,TUR045009
SALİHLİ,SALIHLI,MANİSA,MANISA,TUR045,TÜRKİYE,TURKEY,TUR045010
SARIGÖL,SARIGOL,MANİSA,MANISA,TUR045,TÜRKİYE,TURKEY,TUR045011
SARUHANLI,SARUHANLI,MANİSA,MANISA,TUR045,TÜRKİYE,TURKEY,TUR045012
ŞEHZADELER,SEHZADELER,MANİSA,MANISA,TUR045,TÜRKİYE,TURKEY,TUR045015
SELENDİ,SELENDI,MANİSA,MANISA,TUR045,TÜRKİYE,TURKEY,TUR045013
SOMA,SOMA,MANİSA,MANISA,TUR045,TÜRKİYE,TURKEY,TUR045014
TURGUTLU,TURGUTLU,MANİSA,MANISA,TUR045,TÜRKİYE,TURKEY,TUR045016
YUNUSEMRE,YUNUSEMRE,MANİSA,MANISA,TUR045,TÜRKİYE,TURKEY,TUR045017
ARTUKLU,ARTUKLU,MARDİN,MARDIN,TUR047,TÜRKİYE,TURKEY,TUR047001
DARGEÇİT,DARGECIT,MARDİN,MARDIN,TUR047,TÜRKİYE,TURKEY,TUR047002
DERİK,DERIK,MARDİN,MARDIN,TUR047,TÜRKİYE,TURKEY,TUR047003
KIZILTEPE,KIZILTEPE,MARDİN,MARDIN,TUR047,TÜRKİYE,TURKEY,TUR047004
MAZIDAĞI,MAZIDAGI,MARDİN,MARDIN,TUR047,TÜRKİYE,TURKEY,TUR047005
MİDYAT,MIDYAT,MARDİN,MARDIN,TUR047,TÜRKİYE,TURKEY,TUR047006
NUSAYBİN,NUSAYBIN,MARDİN,MARDIN,TUR047,TÜRKİYE,TURKEY,TUR047007
ÖMERLİ,OMERLI,MARDİN,MARDIN,TUR047,TÜRKİYE,TURKEY,TUR047008
SAVUR,SAVUR,MARDİN,MARDIN,TUR047,TÜRKİYE,TURKEY,TUR047009
YEŞİLLİ,YESILLI,MARDİN,MARDIN,TUR047,TÜRKİYE,TURKEY,TUR047010
AKDENİZ,AKDENIZ,MERSİN,MERSIN,TUR033,TÜRKİYE,TURKEY,TUR033001
ANAMUR,ANAMUR,MERSİN,MERSIN,TUR033,TÜRKİYE,TURKEY,TUR033002
AYDINCIK,AYDINCIK,MERSİN,MERSIN,TUR033,TÜRKİYE,TURKEY,TUR033003
BOZYAZI,BOZYAZI,MERSİN,MERSIN,TUR033,TÜRKİYE,TURKEY,TUR033004
ÇAMLIYAYLA,CAMLIYAYLA,MERSİN,MERSIN,TUR033,TÜRKİYE,TURKEY,TUR033005
ERDEMLİ,ERDEMLI,MERSİN,MERSIN,TUR033,TÜRKİYE,TURKEY,TUR033006
GÜLNAR,GULNAR,MERSİN,MERSIN,TUR033,TÜRKİYE,TURKEY,TUR033007
MEZİTLİ,MEZITLI,MERSİN,MERSIN,TUR033,TÜRKİYE,TURKEY,TUR033008
MUT,MUT,MERSİN,MERSIN,TUR033,TÜRKİYE,TURKEY,TUR033009
SİLİFKE,SILIFKE,MERSİN,MERSIN,TUR033,TÜRKİYE,TURKEY,TUR033010
TARSUS,TARSUS,MERSİN,MERSIN,TUR033,TÜRKİYE,TURKEY,TUR033011
TOROSLAR,TOROSLAR,MERSİN,MERSIN,TUR033,TÜRKİYE,TURKEY,TUR033012
YENİŞEHİR,YENISEHIR,MERSİN,MERSIN,TUR033,TÜRKİYE,TURKEY,TUR033013
BODRUM,BODRUM,MUĞLA,MUGLA,TUR048,TÜRKİYE,TURKEY,TUR048001
DALAMAN,DALAMAN,MUĞLA,MUGLA,TUR048,TÜRKİYE,TURKEY,TUR048002
DATÇA,DATCA,MUĞLA,MUGLA,TUR048,TÜRKİYE,TURKEY,TUR048003
FETHİYE,FETHIYE,MUĞLA,MUGLA,TUR048,TÜRKİYE,TURKEY,TUR048004
KAVAKLIDERE,KAVAKLIDERE,MUĞLA,MUGLA,TUR048,TÜRKİYE,TURKEY,TUR048005
KÖYCEĞİZ,KOYCEGIZ,MUĞLA,MUGLA,TUR048,TÜRKİYE,TURKEY,TUR048006
MARMARİS,MARMARIS,MUĞLA,MUGLA,TUR048,TÜRKİYE,TURKEY,TUR048007
MENTEŞE,MENTESE,MUĞLA,MUGLA,TUR048,TÜRKİYE,TURKEY,TUR048008
MİLAS,MILAS,MUĞLA,MUGLA,TUR048,TÜRKİYE,TURKEY,TUR048009
ORTACA,ORTACA,MUĞLA,MUGLA,TUR048,TÜRKİYE,TURKEY,TUR048010
SEYDİKEMER,SEYDIKEMER,MUĞLA,MUGLA,TUR048,TÜRKİYE,TURKEY,TUR048011
ULA,ULA,MUĞLA,MUGLA,TUR048,TÜRKİYE,TURKEY,TUR048012
YATAĞAN,YATAGAN,MUĞLA,MUGLA,TUR048,TÜRKİYE,TURKEY,TUR048013
BULANIK,BULANIK,MUŞ,MUS,TUR049,TÜRKİYE,TURKEY,TUR049001
HASKÖY,HASKOY,MUŞ,MUS,TUR049,TÜRKİYE,TURKEY,TUR049002
KORKUT,KORKUT,MUŞ,MUS,TUR049,TÜRKİYE,TURKEY,TUR049003
MALAZGİRT,MALAZGIRT,MUŞ,MUS,TUR049,TÜRKİYE,TURKEY,TUR049004
MUŞ,MUS,MUŞ,MUS,TUR049,TÜRKİYE,TURKEY,TUR049005
VARTO,VARTO,MUŞ,MUS,TUR049,TÜRKİYE,TURKEY,TUR049006
ACIGÖL,ACIGOL,NEVŞEHİR,NEVSEHIR,TUR050,TÜRKİYE,TURKEY,TUR050001
AVANOS,AVANOS,NEVŞEHİR,NEVSEHIR,TUR050,TÜRKİYE,TURKEY,TUR050002
DERİNKUYU,DERINKUYU,NEVŞEHİR,NEVSEHIR,TUR050,TÜRKİYE,TURKEY,TUR050003
GÜLŞEHİR,GULSEHIR,NEVŞEHİR,NEVSEHIR,TUR050,TÜRKİYE,TURKEY,TUR050004
HACIBEKTAŞ,HACIBEKTAS,NEVŞEHİR,NEVSEHIR,TUR050,TÜRKİYE,TURKEY,TUR050005
KOZAKLI,KOZAKLI,NEVŞEHİR,NEVSEHIR,TUR050,TÜRKİYE,TURKEY,TUR050006
NEVŞEHİR,NEVSEHIR,NEVŞEHİR,NEVSEHIR,TUR050,TÜRKİYE,TURKEY,TUR050007
