COD_ESTADO,COD_MUNIC,COD_PARROQ,ADM3_ES,ADM3_PCODE,ADM2_ES,ADM2_PCODE,ADM1_ES,ADM1_PCODE,ADM0_ES,ADM0_EN,ADM0_PCODE
21,5,2,Cuicas,VE210502,Carache,VE2105,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,5,3,La Concepcion,VE210503,Carache,VE2105,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,5,4,Panamericana,VE210504,Carache,VE2105,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,5,5,Santa Cruz,VE210505,Carache,VE2105,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,6,1,Escuque,VE210601,Escuque,VE2106,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,6,2,La Union,VE210602,Escuque,VE2106,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,6,3,Sabana Libre,VE210603,Escuque,VE2106,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,6,4,Santa Rita,VE210604,Escuque,VE2106,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,7,1,El Socorro,VE210701,Jose Felipe Marque,VE2107,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,7,2,Antonio Jose De Sucre,VE210702,Jose Felipe Marque,VE2107,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,7,3,Los Caprichos,VE210703,Jose Felipe Marque,VE2107,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,8,1,Campo Elias,VE210801,Juan Vicente Campo,VE2108,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,8,2,Arnoldo Gabaldon,VE210802,Juan Vicente Campo,VE2108,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,9,1,Santa Apolonia,VE210901,La Ceiba,VE2109,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,9,2,El Progreso,VE210902,La Ceiba,VE2109,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,9,3,La Ceiba,VE210903,La Ceiba,VE2109,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,9,4,Tres De Febrero,VE210904,La Ceiba,VE2109,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,10,1,El Dividive,VE211001,Miranda,VE2110,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,10,2,Agua Santa,VE211002,Miranda,VE2110,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,10,3,Agua Caliente,VE211003,Miranda,VE2110,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,10,4,El Cenizo,VE211004,Miranda,VE2110,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,10,5,Valerita,VE211005,Miranda,VE2110,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,11,1,Monte Carmelo,VE211101,Monte Carmelo,VE2111,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,11,2,Buena Vista,VE211102,Monte Carmelo,VE2111,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,11,3,Santa Maria Del Horcon,VE211103,Monte Carmelo,VE2111,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,12,1,Motatan,VE211201,Motatan,VE2112,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,12,2,El Baño,VE211202,Motatan,VE2112,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,12,3,Jalisco,VE211203,Motatan,VE2112,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,13,1,Pampan,VE211301,Pampan,VE2113,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,13,2,Flor De Patria,VE211302,Pampan,VE2113,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,13,3,La Paz,VE211303,Pampan,VE2113,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,13,4,Santa Ana,VE211304,Pampan,VE2113,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,14,1,Pampanito,VE211401,Pampanito,VE2114,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,14,2,La Concepcion,VE211402,Pampanito,VE2114,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,14,3,Pampanito Ii,VE211403,Pampanito,VE2114,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,15,1,Betijoque,VE211501,Rafael Rangel,VE2115,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,15,2,La Pueblita,VE211502,Rafael Rangel,VE2115,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,15,3,Los Cedros,VE211503,Rafael Rangel,VE2115,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,15,4,Jose Gregorio Hernandez,VE211504,Rafael Rangel,VE2115,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,16,1,Carvajal,VE211601,San Rafael De Carv,VE2116,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,16,2,Antonio Nicolas Briceño,VE211602,San Rafael De Carv,VE2116,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,16,3,Campo Alegre,VE211603,San Rafael De Carv,VE2116,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,16,4,Jose Leonardo Suarez,VE211604,San Rafael De Carv,VE2116,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,17,1,Sabana De Mendoza,VE211701,Sucre,VE2117,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,17,2,El Paraiso,VE211702,Sucre,VE2117,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,17,3,Junin,VE211703,Sucre,VE2117,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,17,4,Valmore Rodriguez,VE211704,Sucre,VE2117,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,18,1,Andres Linares,VE211801,Trujillo,VE2118,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,18,2,Chiquinquira,VE211802,Trujillo,VE2118,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,18,3,Cristobal Mendoza,VE211803,Trujillo,VE2118,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,18,4,Cruz Carrillo,VE211804,Trujillo,VE2118,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,18,5,Matriz,VE211805,Trujillo,VE2118,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,18,6,Monseñor Carrillo,VE211806,Trujillo,VE2118,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,18,7,Tres Esquinas,VE211807,Trujillo,VE2118,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,19,1,La Quebrada,VE211901,Urdaneta,VE2119,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,19,2,Cabimbu,VE211902,Urdaneta,VE2119,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,19,3,Jajo,VE211903,Urdaneta,VE2119,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,19,4,La Mesa,VE211904,Urdaneta,VE2119,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,19,5,Santiago,VE211905,Urdaneta,VE2119,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,19,6,Tuñame,VE211906,Urdaneta,VE2119,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,20,1,Juan Ignacio Montilla,VE212001,Valera,VE2120,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,20,2,La Beatriz,VE212002,Valera,VE2120,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,20,3,Mercedes Diaz,VE212003,Valera,VE2120,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,20,4,San Luis,VE212004,Valera,VE2120,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,20,5,La Puerta,VE212005,Valera,VE2120,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
21,20,6,Mendoza,VE212006,Valera,VE2120,Trujillo,VE21,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
22,1,0,Capital Aristides Bastidas,VE220100,Aristides Bastidas,VE2201,Yaracuy,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
22,2,1,Capital Bolivar,VE220201,Bolivar,VE2202,Yaracuy,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
22,3,1,Capital Bruzual,VE220301,Bruzual,VE2203,Yaracuy,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
22,3,2,Campo Elias,VE220302,Bruzual,VE2203,Yaracuy,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
22,4,0,Capital Cocorote,VE220400,Cocorote,VE2204,Yaracuy,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
22,5,0,Capital Independencia,VE220500,Independencia,VE2205,Yaracuy,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
22,6,0,Capital Jose Antonio Paez,VE220600,Jose Antonio Paez,VE2206,Yaracuy,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
22,7,0,Capital La Trinidad,VE220700,La Trinidad,VE2207,Yaracuy,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
22,8,0,Capital Manuel Monge,VE220800,Manuel Monge,VE2208,Yaracuy,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
22,9,1,Capital Nirgua,VE220901,Nirgua,VE2209,Yaracuy,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
22,9,2,Salom,VE220902,Nirgua,VE2209,Yaracuy,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
22,9,3,Temerla,VE220903,Nirgua,VE2209,Yaracuy,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
22,10,1,Capital Peña,VE221001,Peña,VE2210,Yaracuy,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
22,10,2,San Andres,VE221002,Peña,VE2210,Yaracuy,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
22,11,1,Capital San Felipe,VE221101,San Felipe,VE2211,Yaracuy,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
22,11,2,Albarico,VE221102,San Felipe,VE2211,Yaracuy,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
22,11,3,San Javier,VE221103,San Felipe,VE2211,Yaracuy,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
22,12,0,Capital Sucre,VE221200,Sucre,VE2212,Yaracuy,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
22,13,0,Capital Urachiche,VE221300,Urachiche,VE2213,Yaracuy,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
22,14,1,Capital Veroes,VE221401,Veroes,VE2214,Yaracuy,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
22,14,2,El Guayabo,VE221402,Veroes,VE2214,Yaracuy,VE22,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,1,1,Isla De Toas,VE230101,Almirante Padilla,VE2301,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,1,2,Monagas,VE230102,Almirante Padilla,VE2301,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,2,1,San Timoteo,VE230201,Baralt,VE2302,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,2,2,General Urdaneta,VE230202,Baralt,VE2302,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,2,3,Libertador,VE230203,Baralt,VE2302,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,2,4,Manuel Guanipa Matos,VE230204,Baralt,VE2302,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,2,5,Marcelino Briceño,VE230205,Baralt,VE2302,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,2,6,Pueblo Nuevo,VE230206,Baralt,VE2302,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,3,1,Ambrosio,VE230301,Cabimas,VE2303,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,3,2,Carmen Herrera,VE230302,Cabimas,VE2303,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,3,3,German Rios Linares,VE230303,Cabimas,VE2303,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,3,4,La Rosa,VE230304,Cabimas,VE2303,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,3,5,Jorge Hernandez,VE230305,Cabimas,VE2303,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,3,6,Romulo Betancourt,VE230306,Cabimas,VE2303,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,3,7,San Benito,VE230307,Cabimas,VE2303,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,3,8,Aristides Calvani,VE230308,Cabimas,VE2303,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,3,9,Punta Gorda,VE230309,Cabimas,VE2303,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,4,1,Encontrados,VE230401,Catatumbo,VE2304,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,4,2,Udon Perez,VE230402,Catatumbo,VE2304,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,5,1,San Carlos Del Zulia,VE230501,Colon,VE2305,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,5,2,Moralito,VE230502,Colon,VE2305,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,5,3,Santa Barbara,VE230503,Colon,VE2305,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,5,4,Santa Cruz Del Zulia,VE230504,Colon,VE2305,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,5,5,Urribarri,VE230505,Colon,VE2305,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,6,1,Simon Rodriguez,VE230601,Francisco Javier P,VE2306,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,6,2,Carlos Quevedo,VE230602,Francisco Javier P,VE2306,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,6,3,Francisco Javier Pulgar,VE230603,Francisco Javier P,VE2306,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,7,1,La Concepcion,VE230701,Jesus Enrique Loss,VE2307,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,7,2,Jose Ramon Yepes,VE230702,Jesus Enrique Loss,VE2307,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,7,3,Mariano Parra Leon,VE230703,Jesus Enrique Loss,VE2307,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,7,4,San Jose,VE230704,Jesus Enrique Loss,VE2307,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,8,1,Jesus Maria Semprum,VE230801,Jesus Maria Sempru,VE2308,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,8,2,Bari,VE230802,Jesus Maria Sempru,VE2308,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,9,1,Concepcion,VE230901,La Cañada De Urdan,VE2309,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,9,2,Andres Bello,VE230902,La Cañada De Urdan,VE2309,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,9,3,Chiquinquira,VE230903,La Cañada De Urdan,VE2309,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,9,4,El Carmelo,VE230904,La Cañada De Urdan,VE2309,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,9,5,Potreritos,VE230905,La Cañada De Urdan,VE2309,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,10,1,Alonso De Ojeda,VE231001,Lagunillas,VE2310,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,10,2,Libertad,VE231002,Lagunillas,VE2310,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,10,3,Campo Lara,VE231003,Lagunillas,VE2310,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,10,4,Eleazar Lopez Contreras,VE231004,Lagunillas,VE2310,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,10,5,Venezuela,VE231005,Lagunillas,VE2310,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,11,1,Libertad,VE231101,Machiques De Perij,VE2311,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,11,2,Bartolome De Las Casas,VE231102,Machiques De Perij,VE2311,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,11,3,Rio Negro,VE231103,Machiques De Perij,VE2311,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,11,4,San Jose De Perija,VE231104,Machiques De Perij,VE2311,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,12,1,San Rafael,VE231201,Mara,VE2312,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,12,2,La Sierrita,VE231202,Mara,VE2312,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,12,3,Las Parcelas,VE231203,Mara,VE2312,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,12,4,Luis De Vicente,VE231204,Mara,VE2312,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,12,5,Monseñor Marcos Sergio God,VE231205,Mara,VE2312,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,12,6,Ricaurte,VE231206,Mara,VE2312,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,12,7,Tamare,VE231207,Mara,VE2312,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,13,1,Antonio Borjas Romero,VE231301,Maracaibo,VE2313,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,13,2,Bolivar,VE231302,Maracaibo,VE2313,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,13,3,Cacique Mara,VE231303,Maracaibo,VE2313,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,13,4,Caracciolo Parra Perez,VE231304,Maracaibo,VE2313,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,13,5,Cecilio Acosta,VE231305,Maracaibo,VE2313,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,13,6,Cristo De Aranza,VE231306,Maracaibo,VE2313,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,13,7,Coquivacoa,VE231307,Maracaibo,VE2313,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,13,8,Chiquinquira,VE231308,Maracaibo,VE2313,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,13,9,Francisco Eugenio Bustaman,VE231309,Maracaibo,VE2313,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,13,10,Idelfonso Vasquez,VE231310,Maracaibo,VE2313,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,13,11,Juana De Avila,VE231311,Maracaibo,VE2313,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,13,12,Luis Hurtado Higuera,VE231312,Maracaibo,VE2313,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,13,13,Manuel Dagnino,VE231313,Maracaibo,VE2313,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,13,14,Olegario Villalobos,VE231314,Maracaibo,VE2313,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,13,15,Raul Leoni,VE231315,Maracaibo,VE2313,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,13,16,Santa Lucia,VE231316,Maracaibo,VE2313,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,13,17,Venancio Pulgar,VE231317,Maracaibo,VE2313,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,13,18,San Isidro,VE231318,Maracaibo,VE2313,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,14,1,Altagracia,VE231401,Miranda,VE2314,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,14,2,Ana Maria Campos,VE231402,Miranda,VE2314,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,14,3,Faria,VE231403,Miranda,VE2314,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,14,4,San Antonio,VE231404,Miranda,VE2314,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,14,5,San Jose,VE231405,Miranda,VE2314,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,15,1,Sinamaica,VE231501,Paez,VE2315,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,15,2,Alta Guajira,VE231502,Paez,VE2315,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,15,3,Elias Sanchez Rubio,VE231503,Paez,VE2315,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,15,4,Guajira,VE231504,Paez,VE2315,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,16,1,El Rosario,VE231601,Rosario De Perija,VE2316,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,16,2,Donaldo Garcia,VE231602,Rosario De Perija,VE2316,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,16,3,Sixto Zambrano,VE231603,Rosario De Perija,VE2316,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,17,1,San Francisco,VE231701,San Francisco,VE2317,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,17,2,El Bajo,VE231702,San Francisco,VE2317,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,17,4,Francisco Ochoa,VE231704,San Francisco,VE2317,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,17,5,Los Cortijos,VE231705,San Francisco,VE2317,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,17,6,Marcial Hernandez,VE231706,San Francisco,VE2317,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,18,1,Santa Rita,VE231801,Santa Rita,VE2318,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,18,2,El Mene,VE231802,Santa Rita,VE2318,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,18,3,Jose Cenovio Urribarri,VE231803,Santa Rita,VE2318,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,18,4,Pedro Lucas Urribarri,VE231804,Santa Rita,VE2318,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,19,1,Manuel Manrique,VE231901,Simon Bolivar,VE2319,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,19,2,Rafael Maria Baralt,VE231902,Simon Bolivar,VE2319,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,19,3,Rafael Urdaneta,VE231903,Simon Bolivar,VE2319,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
23,20,1,Bobures,VE232001,Sucre,VE2320,Zulia,VE23,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE
