id,name_1,name_2,name_3,name_alt,type_1,type_alt,code_gadm,code_govt,code_ocha
ARG019,San Luis,,,,Province,Provincia,ARG.19_1,,
ARG020,Santa Cruz,,,,Province,Provincia,ARG.20_1,,
ARG021,Santa Fe,,,Santa Fé,Province,Provincia,ARG.21_1,,
ARG022,Santiago del Estero,,,,Province,Provincia,ARG.22_1,,
ARG023,Tierra del Fuego,,,Feuerland|Terra del Fuoco|Terre de Feu|Terra do Fogo|Tierra del Fuego|Antártida e Islas del Atlántico Sur,National Territory,Territorio Nacional|Provincia,ARG.23_1,,
ARG024,Tucumán,,,Tucumão,Province,Provincia,ARG.24_1,,
ARM001,Yerevan,Երևան,Ереван,,,,,,AM01
ARM002,Aragatsotn,Արագածոտն,Арагацотнская,,,,,,AM02
ARM003,Ararat,Արարատ,Араратская,,,,,,AM03
ARM004,Armavir,Արմավիր,Армавирская,,,,,,AM04
ARM005,Gegharkunik,Գեղարքունիք,Гехаркуникская,,,,,,AM05
ARM006,Lori,Լոռի,Лорийская,,,,,,AM06
ARM007,Kotayk,Կոտայք,Котайкская,,,,,,AM07
ARM008,Shirak,Շիրակ,Ширакская,,,,,,AM08
ARM009,Syunik,Սյունիք,Сюникская,,,,,,AM09
ARM010,Vayots Dzor,Վայոց Ձոր,Вайоцдзорская,,,,,,AM10
ARM011,Tavush,Տավուշ,Тавушская,,,,,,AM11
ASM001,Eastern,,,,District,District,ASM.1_1,,
ASM002,Manu'a,,,,District,District,ASM.2_1,,
ASM003,Unorganized,,,,District,District,ASM.3_1,,
ASM004,Western,,,,District,District,ASM.4_1,,
ATF001,Îles Crozet,,,Crozet Islands,District,District,ATF.1_1,,
ATF002,Îles Éparses,,,Glorioso Islands,District,District,ATF.2_1,,
ATF003,Îles Saint Paul et Amsterdam,,,St. Paul and Amsterdam islands,District,District,ATF.3_1,,
ATF004,Kerguelen,,,,District,District,ATF.4_1,,
ATG001,Barbuda,,,Codrington,Dependency,Dependency,ATG.1_1,,
ATG002,Redonda,,,,Dependency,Dependency,ATG.2_1,,
ATG003,Saint George,,,Parham,Parish,Parish,ATG.3_1,,
ATG004,Saint John,,,Saint John's,Parish,Parish,ATG.4_1,,
ATG005,Saint Mary,,,Bolands,Parish,Parish,ATG.5_1,,
ATG006,Saint Paul,,,Nelson's Dockyard,Parish,Parish,ATG.6_1,,
ATG007,Saint Peter,,,Parham,Parish,Parish,ATG.7_1,,
ATG008,Saint Philip,,,Carlisle,Parish,Parish,ATG.8_1,,
AUS001,Ashmore and Cartier Islands,,,,Territory,Territory,AUS.1_1,12,
AUS002,Australian Capital Territory,,,,Territory,Territory,AUS.2_1,8,
AUS003,Coral Sea Islands Territory,,,,Territory,Territory,AUS.3_1,11,
AUS004,Jervis Bay Territory,,,,Territory,Territory,AUS.4_1,10,
AUS005,New South Wales,,,,State,State,AUS.5_1,1,
AUS006,Northern Territory,,,,Territory,Territory,AUS.6_1,7,
AUS007,Queensland,,,,State,State,AUS.7_1,3,
AUS008,South Australia,,,,State,State,AUS.8_1,4,
AUS009,Tasmania,,,,State,State,AUS.9_1,6,
AUS010,Victoria,,,,State,State,AUS.10_1,2,
AUS011,Western Australia,,,,State,State,AUS.11_1,5,
AUT001,Burgenland,,,Burgenlândia,State,Bundesländ|Länd,AUT.1_1,,
AUT002,Kärnten,,,Carinthia|Caríntia|Carintia,State,Bundesländ|Länd,AUT.2_1,,
AUT003,Niederösterreich,,,Lower Austria|Baixa-Áustria|Baja Austria|Niederdonau|Österreich unter der Enns,State,Bundesländ|Länd,AUT.3_1,,
AUT004,Oberösterreich,,,Upper Austria|Alta-Áustria|Alta Austria|Österreich ober der Enns|Oberösterreich,State,Bundesländ|Länd,AUT.4_1,,
AUT005,Salzburg,,,Salzburgo,State,Bundesländ|Länd,AUT.5_1,,
AUT006,Steiermark,,,Styria|Est¡ria|Estiria,State,Bundesländ|Länd,AUT.6_1,,
AUT007,Tirol,,,Tyrol,State,Bundesländ|Länd,AUT.7_1,,
AUT008,Vorarlberg,,,,State,Bundesländ|Länd,AUT.8_1,,
AUT009,Wien,,,Vienna|Viena,State,Bundesländ|Länd,AUT.9_1,,
AZE001,Absheron,,,,Region,İqtisadi Rayonu,AZE.1_1,,
AZE002,Aran,,,,Region,İqtisadi Rayonu,AZE.2_1,,
AZE003,Daglig-Shirvan,,,,Region,İqtisadi Rayonu,AZE.3_1,,
AZE004,Ganja-Qazakh,,,,Region,İqtisadi Rayonu,AZE.4_1,,
AZE005,Kalbajar-Lachin,,,,Region,İqtisadi Rayonu,AZE.5_1,,
AZE006,Lankaran,,,,Region,İqtisadi Rayonu,AZE.6_1,,
AZE007,Nakhchivan,,,,Region,İqtisadi Rayonu,AZE.7_1,,
AZE008,Quba-Khachmaz,,,,Region,İqtisadi Rayonu,AZE.8_1,,
AZE009,Shaki-Zaqatala,,,,Region,İqtisadi Rayonu,AZE.9_1,,
AZE010,Yukhari-Karabakh,,,,Region,İqtisadi Rayonu,AZE.10_1,,
BDI001,Bubanza,,,,,,,,BDI001
BDI002,Bujumbura Rural,,,,,,,,BDI002
BDI003,Bururi,,,,,,,,BDI003
BDI004,Cankuzo,,,,,,,,BDI004
BDI005,Cibitoke,,,,,,,,BDI005
BDI006,Gitega,,,,,,,,BDI006
BDI007,Karuzi,,,,,,,,BDI007
BDI008,Kayanza,,,,,,,,BDI008
BDI009,Kirundo,,,,,,,,BDI009
BDI010,Makamba,,,,,,,,BDI010
BDI011,Muramvya,,,,,,,,BDI011
BDI012,Muyinga,,,,,,,,BDI012
BDI013,Mwaro,,,,,,,,BDI013
BDI014,Ngozi,,,,,,,,BDI014
BDI015,Rutana,,,,,,,,BDI015
BDI016,Ruyigi,,,,,,,,BDI016
BDI017,Bujumbura Mairie,,,,,,,,BDI017
BDI018,Rumonge,,,,,,,,BDI018
BEL001,Bruxelles,,,Brussel,Region,Gewest,BEL.1_1,,
BEL002,Vlaanderen,,,Flandres,Region,Gewest,BEL.2_1,,
BEL003,Wallonie,,,,Region,Région,BEL.3_1,,
BEN001,Alibori,,,,,,,,BJ01
BEN002,Atacora,,,,,,,,BJ02
BEN003,Atlantique,,,,,,,,BJ03
BEN004,Borgou,,,,,,,,BJ04
BEN005,Collines,,,,,,,,BJ05
BEN006,Couffo,,,,,,,,BJ06
BEN007,Donga,,,,,,,,BJ07
BEN008,Littoral,,,,,,,,BJ08
BEN009,Mono,,,,,,,,BJ09
BEN010,Oueme,,,,,,,,BJ10
BEN011,Plateau,,,,,,,,BJ11
BEN012,Zou,,,,,,,,BJ12
BES001,Bonaire,,,,Municipality,Gemeente,BES.1_1,,
BES002,Saba,,,,Municipality,Gemeente,BES.2_1,,
BES003,Sint Eustatius,,,,Municipality,Gemeente,BES.3_1,,
BFA001,Centre,,,,,,,,BF13
BFA002,Boucle du Mouhoun,,,,,,,,BF46
BFA003,Cascades,,,,,,,,BF47
BFA004,Centre-Est,,,,,,,,BF48
BFA005,Centre-Nord,,,,,,,,BF49
BFA006,Centre-Ouest,,,,,,,,BF50
BFA007,Centre-Sud,,,,,,,,BF51
BFA008,Est,,,,,,,,BF52
BFA009,Hauts-Bassins,,,,,,,,BF53
BFA010,Nord,,,,,,,,BF54
BFA011,Plateau-Central,,,,,,,,BF55
BFA012,Sahel,,,,,,,,BF56
BFA013,Sud-Ouest,,,,,,,,BF57
BGD001,Barisal,,,,,,,,10
BGD002,Chittagong,,,,,,,,20
BGD003,Dhaka,,,,,,,,30
BGD004,Khulna,,,,,,,,40
BGD005,Mymensingh,,,,,,,,45
BGD006,Rajshahi,,,,,,,,50
BGD007,Rangpur,,,,,,,,55
BGD008,Sylhet,,,,,,,,60
BGR001,Blagoevgrad,Благоевград,,,,,,,BG001
BGR002,Burgas,Бургас,,,,,,,BG002
BGR003,Dobrich,Добрич,,,,,,,BG003
BGR004,Gabrovo,Габрово,,,,,,,BG004
BGR005,Haskovo,Хасково,,,,,,,BG005
BGR006,Kardzhali,Кърджали,,,,,,,BG006
BGR007,Kyustendil,Кюстендил,,,,,,,BG007
BGR008,Lovech,Ловеч,,,,,,,BG008
BGR009,Montana,Монтана,,,,,,,BG009
BGR010,Pazardzhik,Пазарджик,,,,,,,BG010
BGR011,Pernik,Перник,,,,,,,BG011
BGR012,Pleven,Плевен,,,,,,,BG012
BGR013,Plovdiv,Пловдив,,,,,,,BG013
BGR014,Razgrad,Разград,,,,,,,BG014
BGR015,Ruse,Русе,,,,,,,BG015
BGR016,Shumen,Шумен,,,,,,,BG016
BGR017,Silistra,Силистра,,,,,,,BG017
BGR018,Sliven,Сливен,,,,,,,BG018
BGR019,Smolyan,Смолян,,,,,,,BG019
BGR020,Sofia,Софийска,,,,,,,BG020
BGR021,Sofia-City,София-град,,,,,,,BG021
BGR022,Stara Zagora,Стара Загора,,,,,,,BG022
BGR023,Targovishte,Търговище,,,,,,,BG023
BGR024,Varna,Варна,,,,,,,BG024
BGR025,Veliko Tarnovo,Велико Търново,,,,,,,BG025
BGR026,Vidin,Видин,,,,,,,BG026
BGR027,Vratsa,Враца,,,,,,,BG027
BGR028,Yambol,Ямбол,,,,,,,BG028
BHR001,Capital,,,Muhafazat al-'Asimah,Governorate,Muhafazah,BHR.1_1,,
BHR002,Central,,,al-Muhafazah al-Wustah,Governorate,Muhafazah,BHR.2_1,,
BHR003,Muharraq,,,Muhafazat al-Muharaq,Governorate,Muhafazah,BHR.3_1,,
BHR004,Northern,,,al-Muhafazah ash-Shamaliyah,Governorate,Muhafazah,BHR.4_1,,
BHR005,Southern,,,al-Muhafazah al-Janobiyah,Governorate,Muhafazah,BHR.5_1,,
BHS001,Acklins,,,,District,District,BHS.1_1,,
BHS002,Berry Islands,,,,District,District,BHS.2_1,,
BHS003,Biminis,,,Bimini,District,District,BHS.3_1,,
BHS004,Black Point,,,,District,District,BHS.4_1,,
BHS005,Cat Island,,,Ilha do Gato|Isla del Gato,District,District,BHS.5_1,,
BHS006,Central Abaco,,,,District,District,BHS.6_1,,
BHS007,Central Andros,,,,District,District,BHS.7_1,,
BHS008,Central Eleuthera,,,,District,District,BHS.8_1,,
BHS009,City of Freeport,,,,District,District,BHS.9_1,,
BHS010,Crooked Island,,,,District,District,BHS.10_1,,
BHS011,East Grand Bahama,,,,District,District,BHS.11_1,,
BHS012,Exuma,,,,District,District,BHS.12_1,,
BHS013,Grand Cay,,,,District,District,BHS.13_1,,
BHS014,Harbour Island,,,,District,District,BHS.14_1,,
BHS015,Hope Town,,,,District,District,BHS.15_1,,
BHS016,Inagua,,,Inague,District,District,BHS.16_1,,
BHS017,Long Island,,,Ilha Longa|Isla Larga,District,District,BHS.17_1,,
BHS018,Mangrove Cay,,,,District,District,BHS.18_1,,
BHS019,Mayaguana,,,,District,District,BHS.19_1,,
BHS020,Moore's Island,,,,District,District,BHS.20_1,,
BHS021,New Providence,,,Nova Providência|Nueva Providencia,District,District,BHS.21_1,,
BHS022,North Abaco,,,,District,District,BHS.22_1,,
BHS023,North Andros,,,,District,District,BHS.23_1,,
BHS024,North Eleuthera,,,,District,District,BHS.24_1,,
BHS025,Ragged Island,,,,District,District,BHS.25_1,,
BHS026,Rum Cay,,,,District,District,BHS.26_1,,
BHS027,San Salvador,,,São Salvador|Watling Island,District,District,BHS.27_1,,
BHS028,South Abaco,,,,District,District,BHS.28_1,,
BHS029,South Andros,,,,District,District,BHS.29_1,,
BHS030,South Eleuthera,,,,District,District,BHS.30_1,,
BHS031,Spanish Wells,,,,District,District,BHS.31_1,,
BHS032,West Grand Bahama,,,,District,District,BHS.32_1,,
BIH001,Brčko,,,,District,Distrikt,BIH.1_1,,
BIH002,Federacija Bosna i Hercegovina,,,Federation of Bosnia and Herzegovina,Entity,Entity,BIH.2_1,,
BIH003,Repuplika Srpska,,,Serbian Republic,Entity,Entity,BIH.3_1,,
BLR001,Brest,,,,,,,,BY001
BLR002,Gomel,,,,,,,,BY002
BLR003,Grodno,,,,,,,,BY003
BLR004,Minsk,,,,,,,,BY004
BLR005,Minsk City,,,,,,,,BY005
BLR006,Mogilev,,,,,,,,BY006
BLR007,Vitebsk,,,,,,,,BY007
BLZ001,Belize,,,,District,District,BLZ.1_1,,
BLZ002,Cayo,,,,District,District,BLZ.2_1,,
BLZ003,Corozal,,,,District,District,BLZ.3_1,,
BLZ004,Orange Walk,,,,District,District,BLZ.4_1,,
BLZ005,Stann Creek,,,,District,District,BLZ.5_1,,
BLZ006,Toledo,,,,District,District,BLZ.6_1,,
BMU001,Devonshire,,,,,,,,BM01
BMU002,Hamilton,,,,,,,,BM02
BMU003,Paget,,,,,,,,BM03
BMU004,Pembroke,,,,,,,,BM04
BMU005,Sandys,,,,,,,,BM05
BMU006,Smith's,,,,,,,,BM06
BMU007,Southampton,,,,,,,,BM07
BMU008,St. George's,,,,,,,,BM08
BMU009,Warwick,,,,,,,,BM09
BOL001,Cuerpo de agua,,,,,,,,BO00
BOL002,Chuquisaca,,,,,,,,BO01
BOL003,La Paz,,,,,,,,BO02
BOL004,Cochabamba,,,,,,,,BO03
BOL005,Oruro,,,,,,,,BO04
BOL006,Potosí,,,,,,,,BO05
BOL007,Tarija,,,,,,,,BO06
BOL008,Santa Cruz,,,,,,,,BO07
BOL009,Beni,,,,,,,,BO08
BOL010,Pando,,,,,,,,BO09
BRA001,Acre,,,,State,Estado,BRA.1_1,,
BRA002,Alagoas,,,,State,Estado,BRA.2_1,,
BRA003,Amapá,,,,State,Estado,BRA.3_1,,
BRA004,Amazonas,,,Amazone,State,Estado,BRA.4_1,,
BRA005,Bahia,,,Ba¡a,State,Estado,BRA.5_1,,
BRA006,Ceará,,,,State,Estado,BRA.6_1,,
BRA007,Distrito Federal,,,,Federal District,Distrito Federal,BRA.7_1,,
BRA008,Espírito Santo,,,Espiritu Santo,State,Estado,BRA.8_1,,
BRA009,Goiás,,,Goiáz|Goyáz,State,Estado,BRA.9_1,,
BRA010,Maranhão,,,São Luíz de Maranhão,State,Estado,BRA.10_1,,
BRA011,Mato Grosso do Sul,,,,State,Estado,BRA.11_1,,
BRA012,Mato Grosso,,,Matto Grosso,State,Estado,BRA.12_1,,
BRA013,Minas Gerais,,,Minas|Minas Geraes,State,Estado,BRA.13_1,,
BRA014,Pará,,,,State,Estado,BRA.14_1,,
BRA015,Paraíba,,,Parahyba,State,Estado,BRA.15_1,,
BRA016,Paraná,,,,State,Estado,BRA.16_1,,
BRA017,Pernambuco,,,Pernambouc,State,Estado,BRA.17_1,,
BRA018,Piauí,,,Piauhy,State,Estado,BRA.18_1,,
BRA019,Rio de Janeiro,,,,State,Estado,BRA.19_1,,
BRA020,Rio Grande do Norte,,,,State,Estado,BRA.20_1,,
BRA021,Rio Grande do Sul,,,,State,Estado,BRA.21_1,,
BRA022,Rondônia,,,Guaporé,State,Estado,BRA.22_1,,
BRA023,Roraima,,,Rio Branco,State,Estado,BRA.23_1,,
BRA024,Santa Catarina,,,Santa Catharina,State,Estado,BRA.24_1,,
BRA025,São Paulo,,,,State,Estado,BRA.25_1,,
BRA026,Sergipe,,,,State,Estado,BRA.26_1,,
BRA027,Tocantins,,,,State,Estado,BRA.27_1,,
BRB001,Christ Church,,,,Parish,Parish,BRB.1_1,,
BRB002,Saint Andrew,,,,Parish,Parish,BRB.2_1,,
BRB003,Saint George,,,,Parish,Parish,BRB.3_1,,
BRB004,Saint James,,,,Parish,Parish,BRB.4_1,,
BRB005,Saint John,,,,Parish,Parish,BRB.5_1,,
BRB006,Saint Joseph,,,,Parish,Parish,BRB.6_1,,
BRB007,Saint Lucy,,,,Parish,Parish,BRB.7_1,,
BRB008,Saint Michael,,,,Parish,Parish,BRB.8_1,,
BRB009,Saint Peter,,,,Parish,Parish,BRB.9_1,,
BRB010,Saint Philip,,,,Parish,Parish,BRB.10_1,,
BRB011,Saint Thomas,,,,Parish,Parish,BRB.11_1,,
BRN001,Belait,,,,District,Daerah-Daerah,BRN.1_1,,
BRN002,Brunei and Muara,,,,District,Daerah-Daerah,BRN.2_1,,
BRN003,Temburong,,,,District,Daerah-Daerah,BRN.3_1,,
BRN004,Tutong,,,,District,Daerah-Daerah,BRN.4_1,,
BTN001,Bumthang,,,བུམ་ཐང་རྫོང་ཁག,District,Dzongkhag,BTN.1_1,,
BTN002,Chhukha,,,ཆུ་ཁ་རྫོང་ཁག,District,Dzongkhag,BTN.2_1,,
BTN003,Dagana,,,Daga|དར་དཀར་ན་རྫོང་ཁག,District,Dzongkhag,BTN.3_1,,
BTN004,Gasa,,,མགར་ས་རྫོང་ཁག,District,Dzongkhag,BTN.4_1,,
BTN005,Haa,,,Ha|ཧཱ,District,Dzongkhag,BTN.5_1,,
BTN006,Lhuentse,,,Lhuntshi|ལྷུན་རྩེ་རྫོང་ཁག,District,Dzongkhag,BTN.6_1,,
BTN007,Monggar,,,Mongar|མོང་སྒར་རྫོང་ཁག,District,Dzongkhag,BTN.7_1,,
BTN008,Paro,,,སྤ་རོ་རྫོང་ཁག,District,Dzongkhag,BTN.8_1,,
BTN009,Pemagatshel,,,Pemagatsel|པད་མ་དགའ་ཚལ་རྫོང,District,Dzongkhag,BTN.9_1,,
BTN010,Punakha,,,སྤུ་ན་ཁ་རྫོང་ཁག,District,Dzongkhag,BTN.10_1,,
BTN011,Samdrupjongkhar,,,Samdrup Jongkhar|བསམ་གྲུབ་ལྗོངས་མ,District,Dzongkhag,BTN.11_1,,
BTN012,Samtse,,,Samchi|བསམ་རྩེ་རྫོང་ཁག,District,Dzongkhag,BTN.12_1,,
BTN013,Sarpang,,,Geylegphug|Sarbhang|གསར་སྤང་རྫོང་ཁག་,District,Dzongkhag,BTN.13_1,,
BTN014,Thimphu,,,Tashi Chho Dzong|ཐིམ་ཕུ་རྫོང་ཁག,District,Dzongkhag,BTN.14_1,,
BTN015,Trashigang,,,Tashigang|བཀྲ་ཤིས་སྒང་རྫོང,District,Dzongkhag,BTN.15_1,,
BTN016,Trongsa,,,Tongsa|ཀྲོང་གསར་རྫོང་ཁག,District,Dzongkhag,BTN.16_1,,
BTN017,Tsirang,,,Chirang|རྩི་རང་རྫོང་ཁག,District,Dzongkhag,BTN.17_1,,
BTN018,Wangduephodrang,,,Wangdi Phodrang|Andguphodang|Wangdue|དབང་འདུས་ཕོ་བྲང་,District,Dzongkhag,BTN.18_1,,
BTN019,Yangtse,,,Tashi Yangtse|བཀྲ་ཤིས་གྱང་ཙེ་ར,District,Dzongkhag,BTN.19_1,,
BTN020,Zhemgang,,,Shemgang|གཞམས་སྒང་རྫོང་ཁག,District,Dzongkhag,BTN.20_1,,
BWA001,Central,,,Centre|Ngwato|Serowe-Palapye,District,District,BWA.1_1,,
BWA002,Chobe,,,,District,District,BWA.2_1,,
BWA003,Francistown,,,,City,City,BWA.3_1,,
BWA004,Gaborone,,,,City,City,BWA.4_1,,
BWA005,Ghanzi,,,Ghantsi,District,District,BWA.5_1,,
BWA006,Jwaneng,,,,Town,Town,BWA.6_1,,
BWA007,Kgalagadi,,,,District,District,BWA.7_1,,
BWA008,Kgatleng,,,,District,District,BWA.8_1,,
BWA009,Kweneng,,,,District,District,BWA.9_1,,
BWA010,Lobatse,,,,Town,Town,BWA.10_1,,
BWA011,North-East,,,North East|Bokone-Botlhaba,District,District,BWA.11_1,,
BWA012,North-West,,,North West|Bokone-Bophirima,District,District,BWA.12_1,,
BWA013,Selibe Phikwe,,,,Town,Town,BWA.13_1,,
BWA014,South-East,,,Borwa-Botlhaba,District,District,BWA.14_1,,
BWA015,Southern,,,Borwa|Ngwakets|Ngwaketse,District,District,BWA.15_1,,
BWA016,Sowa,,,,Town,Town,BWA.16_1,,
CAF001,Ombella M'Poko,,,,,,,,CF11
CAF002,Lobaye,,,,,,,,CF12
CAF003,Mambéré-Kadéï,,,,,,,,CF21
CAF004,Nana-Mambéré,,,,,,,,CF22
CAF005,Sangha-Mbaéré,,,,,,,,CF23
CAF006,Ouham Pendé,,,,,,,,CF31
CAF007,Ouham,,,,,,,,CF32
CAF008,Kémo,,,,,,,,CF41
CAF009,Nana-Gribizi,,,,,,,,CF42
CAF010,Ouaka,,,,,,,,CF43
CAF011,Bamingui-Bangoran,,,,,,,,CF51
CAF012,Haute-Kotto,,,,,,,,CF52
CAF013,Vakaga,,,,,,,,CF53
CAF014,Basse-Kotto,,,,,,,,CF61
CAF015,Mbomou,,,,,,,,CF62
CAF016,Haut-Mbomou,,,,,,,,CF63
CAF017,Bangui,,,,,,,,CF71
