id,name_1,name_alt,type_1,type_alt,code_gadm,code_govt
FRA007002005011008,Radinghem-en-Weppes,,Commune,Commune simple,FRA.7.2.5.11.8_1,
FRA007002005011009,Sequedin,,Commune,Commune simple,FRA.7.2.5.11.9_1,
FRA007002005012001,Bondues,,Commune,Commune simple,FRA.7.2.5.12.1_1,
FRA007002005012002,Marcq-en-Barœul,,Commune,Chef-lieu canton,FRA.7.2.5.12.2_1,
FRA007002005013001,Attiches,,Commune,Commune simple,FRA.7.2.5.13.1_1,
FRA007002005013002,Avelin,,Commune,Commune simple,FRA.7.2.5.13.2_1,
FRA007002005013003,Bersée,,Commune,Commune simple,FRA.7.2.5.13.3_1,
FRA007002005013004,Ennevelin,,Commune,Commune simple,FRA.7.2.5.13.4_1,
FRA007002005013005,Fretin,,Commune,Commune simple,FRA.7.2.5.13.5_1,
FRA007002005013006,La Neuville,,Commune,Commune simple,FRA.7.2.5.13.6_1,
FRA007002005013007,Mérignies,,Commune,Commune simple,FRA.7.2.5.13.7_1,
FRA007002005013008,Moncheaux,,Commune,Commune simple,FRA.7.2.5.13.8_1,
FRA007002005013009,Mons-en-Pévèle,,Commune,Commune simple,FRA.7.2.5.13.9_1,
FRA007002005013010,Ostricourt,,Commune,Commune simple,FRA.7.2.5.13.10_1,
FRA007002005013011,Phalempin,,Commune,Commune simple,FRA.7.2.5.13.11_1,
FRA007002005013012,Pont-à-Marcq,,Commune,Chef-lieu canton,FRA.7.2.5.13.12_1,
FRA007002005013013,Thumeries,,Commune,Commune simple,FRA.7.2.5.13.13_1,
FRA007002005013014,Tourmignies,,Commune,Commune simple,FRA.7.2.5.13.14_1,
FRA007002005013015,Wahagnies,,Commune,Commune simple,FRA.7.2.5.13.15_1,
FRA007002005014001,Comines,,Commune,Commune simple,FRA.7.2.5.14.1_1,
FRA007002005014002,Deûlémont,,Commune,Commune simple,FRA.7.2.5.14.2_1,
FRA007002005014003,Lompret,,Commune,Commune simple,FRA.7.2.5.14.3_1,
FRA007002005014004,Pérenchies,,Commune,Commune simple,FRA.7.2.5.14.4_1,
FRA007002005014005,Quesnoy-sur-Deûle,,Commune,Chef-lieu canton,FRA.7.2.5.14.5_1,
FRA007002005014006,Verlinghem,,Commune,Commune simple,FRA.7.2.5.14.6_1,
FRA007002005014007,Warneton,,Commune,Commune simple,FRA.7.2.5.14.7_1,
FRA007002005014008,Wervicq-Sud,,Commune,Commune simple,FRA.7.2.5.14.8_1,
FRA007002005015001,Croix,,Commune,Commune simple,FRA.7.2.5.15.1_1,
FRA007002005015002,Wasquehal,,Commune,Commune simple,FRA.7.2.5.15.2_1,
FRA007002005016001,Roubaix,,Commune,Chef-lieu canton,FRA.7.2.5.16.1_1,
FRA007002005017001,Houplin-Ancoisne,,Commune,Commune simple,FRA.7.2.5.17.1_1,
FRA007002005017002,Lesquin,,Commune,Commune simple,FRA.7.2.5.17.2_1,
FRA007002005017003,Noyelles-lès-Seclin,,Commune,Commune simple,FRA.7.2.5.17.3_1,
FRA007002005017004,Templemars,,Commune,Commune simple,FRA.7.2.5.17.4_1,
FRA007002005017005,Vendeville,,Commune,Commune simple,FRA.7.2.5.17.5_1,
FRA007002005017006,Wattignies,,Commune,Commune simple,FRA.7.2.5.17.6_1,
FRA007002005018001,Allennes-les-Marais,,Commune,Commune simple,FRA.7.2.5.18.1_1,
FRA007002005018002,Annœullin,,Commune,Commune simple,FRA.7.2.5.18.2_1,
FRA007002005018003,Bauvin,,Commune,Commune simple,FRA.7.2.5.18.3_1,
FRA007002005018004,Camphin-en-Carembault,,Commune,Commune simple,FRA.7.2.5.18.4_1,
FRA007002005018005,Carnin,,Commune,Commune simple,FRA.7.2.5.18.5_1,
FRA007002005018006,Chemy,,Commune,Commune simple,FRA.7.2.5.18.6_1,
FRA007002005018007,Don,,Commune,Commune simple,FRA.7.2.5.18.7_1,
FRA007002005018008,Gondecourt,,Commune,Commune simple,FRA.7.2.5.18.8_1,
FRA007002005018009,Herrin,,Commune,Commune simple,FRA.7.2.5.18.9_1,
FRA007002005018010,Provin,,Commune,Commune simple,FRA.7.2.5.18.10_1,
FRA007002005019001,Seclin,,Commune,Chef-lieu canton,FRA.7.2.5.19.1_1,
FRA007002005020001,Neuville-en-Ferrain,,Commune,Commune simple,FRA.7.2.5.20.1_1,
FRA007002005021001,Bousbecque,,Commune,Commune simple,FRA.7.2.5.21.1_1,
FRA007002005021002,Halluin,,Commune,Commune simple,FRA.7.2.5.21.2_1,
FRA007002005021003,Linselles,,Commune,Commune simple,FRA.7.2.5.21.3_1,
FRA007002005021004,Roncq,,Commune,Commune simple,FRA.7.2.5.21.4_1,
FRA007002005022001,Mouvaux,,Commune,Commune simple,FRA.7.2.5.22.1_1,
FRA007002005023001,Tourcoing,,Commune,Chef-lieu canton,FRA.7.2.5.23.1_1,
FRA007002005024001,Villeneuve-d'Ascq,,Commune,Chef-lieu canton,FRA.7.2.5.24.1_1,
FRA007002005025001,Wattrelos,,Commune,Commune simple,FRA.7.2.5.25.1_1,
FRA007002006001001,Anzin,,Commune,Chef-lieu canton,FRA.7.2.6.1.1_1,
FRA007002006001002,Beuvrages,,Commune,Commune simple,FRA.7.2.6.1.2_1,
FRA007002006001003,Bruay-sur-l'Escaut,,Commune,Commune simple,FRA.7.2.6.1.3_1,
FRA007002006001004,Saint-Saulve,,Commune,Commune simple,FRA.7.2.6.1.4_1,
FRA007002006002001,Avesnes-le-Sec,,Commune,Commune simple,FRA.7.2.6.2.1_1,
FRA007002006002002,Bouchain,,Commune,Chef-lieu canton,FRA.7.2.6.2.2_1,
FRA007002006002003,Émerchicourt,,Commune,Commune simple,FRA.7.2.6.2.3_1,
FRA007002006002004,Haspres,,Commune,Commune simple,FRA.7.2.6.2.4_1,
FRA007002006002005,Hordain,,Commune,Commune simple,FRA.7.2.6.2.5_1,
FRA007002006002006,Lieu-Saint-Amand,,Commune,Commune simple,FRA.7.2.6.2.6_1,
FRA007002006002007,Lourches,,Commune,Commune simple,FRA.7.2.6.2.7_1,
FRA007002006002008,Marquette-en-Ostrevant,,Commune,Commune simple,FRA.7.2.6.2.8_1,
FRA007002006002009,Mastaing,,Commune,Commune simple,FRA.7.2.6.2.9_1,
FRA007002006002010,Neuville-sur-Escaut,,Commune,Commune simple,FRA.7.2.6.2.10_1,
FRA007002006002011,Noyelles-sur-Selle,,Commune,Commune simple,FRA.7.2.6.2.11_1,
FRA007002006002012,Rœulx,,Commune,Commune simple,FRA.7.2.6.2.12_1,
FRA007002006002013,Wasnes-au-Bac,,Commune,Commune simple,FRA.7.2.6.2.13_1,
FRA007002006002014,Wavrechain-sous-Faulx,,Commune,Commune simple,FRA.7.2.6.2.14_1,
FRA007002006003001,Condé-sur-l'Escaut,,Commune,Chef-lieu canton,FRA.7.2.6.3.1_1,
FRA007002006003002,Crespin,,Commune,Commune simple,FRA.7.2.6.3.2_1,
FRA007002006003003,Escautpont,,Commune,Commune simple,FRA.7.2.6.3.3_1,
FRA007002006003004,Fresnes-sur-Escaut,,Commune,Commune simple,FRA.7.2.6.3.4_1,
FRA007002006003005,Hergnies,,Commune,Commune simple,FRA.7.2.6.3.5_1,
FRA007002006003006,Odomez,,Commune,Commune simple,FRA.7.2.6.3.6_1,
FRA007002006003007,Saint-Aybert,,Commune,Commune simple,FRA.7.2.6.3.7_1,
FRA007002006003008,Thivencelle,,Commune,Commune simple,FRA.7.2.6.3.8_1,
FRA007002006003009,Vicq,,Commune,Commune simple,FRA.7.2.6.3.9_1,
FRA007002006003010,Vieux-Condé,,Commune,Commune simple,FRA.7.2.6.3.10_1,
FRA007002006004001,Abscon,,Commune,Commune simple,FRA.7.2.6.4.1_1,
FRA007002006004002,Denain,,Commune,Chef-lieu canton,FRA.7.2.6.4.2_1,
FRA007002006004003,Douchy-les-Mines,,Commune,Commune simple,FRA.7.2.6.4.3_1,
FRA007002006004004,Escaudain,,Commune,Commune simple,FRA.7.2.6.4.4_1,
FRA007002006004005,Haveluy,,Commune,Commune simple,FRA.7.2.6.4.5_1,
FRA007002006004006,Hélesmes,,Commune,Commune simple,FRA.7.2.6.4.6_1,
FRA007002006004007,Wavrechain-sous-Denain,,Commune,Commune simple,FRA.7.2.6.4.7_1,
FRA007002006005001,Bruille-Saint-Amand,,Commune,Commune simple,FRA.7.2.6.5.1_1,
FRA007002006005002,Château-l'Abbaye,,Commune,Commune simple,FRA.7.2.6.5.2_1,
FRA007002006005003,Flines-lès-Mortagne,,Commune,Commune simple,FRA.7.2.6.5.3_1,
FRA007002006005004,Hasnon,,Commune,Commune simple,FRA.7.2.6.5.4_1,
FRA007002006005005,Mortagne-du-Nord,,Commune,Commune simple,FRA.7.2.6.5.5_1,
FRA007002006005006,Raismes,,Commune,Commune simple,FRA.7.2.6.5.6_1,
FRA007002006006001,Bousignies,,Commune,Commune simple,FRA.7.2.6.6.1_1,
FRA007002006006002,Brillon,,Commune,Commune simple,FRA.7.2.6.6.2_1,
FRA007002006006003,Lecelles,,Commune,Commune simple,FRA.7.2.6.6.3_1,
FRA007002006006004,Maulde,,Commune,Commune simple,FRA.7.2.6.6.4_1,
FRA007002006006005,Millonfosse,,Commune,Commune simple,FRA.7.2.6.6.5_1,
FRA007002006006006,Nivelle,,Commune,Commune simple,FRA.7.2.6.6.6_1,
FRA007002006006007,Rosult,,Commune,Commune simple,FRA.7.2.6.6.7_1,
FRA007002006006008,Rumegies,,Commune,Commune simple,FRA.7.2.6.6.8_1,
FRA007002006006009,Sars-et-Rosières,,Commune,Commune simple,FRA.7.2.6.6.9_1,
FRA007002006006010,Thun-Saint-Amand,,Commune,Commune simple,FRA.7.2.6.6.10_1,
FRA007002006007001,Saint-Amand-les-Eaux,,Commune,Chef-lieu canton,FRA.7.2.6.7.1_1,
FRA007002006008001,Curgies,,Commune,Commune simple,FRA.7.2.6.8.1_1,
FRA007002006008002,Estreux,,Commune,Commune simple,FRA.7.2.6.8.2_1,
FRA007002006008003,Marly,,Commune,Commune simple,FRA.7.2.6.8.3_1,
FRA007002006008004,Onnaing,,Commune,Commune simple,FRA.7.2.6.8.4_1,
FRA007002006008005,Préseau,,Commune,Commune simple,FRA.7.2.6.8.5_1,
FRA007002006008006,Quarouble,,Commune,Commune simple,FRA.7.2.6.8.6_1,
FRA007002006008007,Quiévrechain,,Commune,Commune simple,FRA.7.2.6.8.7_1,
FRA007002006008008,Rombies-et-Marchipont,,Commune,Commune simple,FRA.7.2.6.8.8_1,
FRA007002006008009,Saultain,,Commune,Commune simple,FRA.7.2.6.8.9_1,
FRA007002006008010,Sebourg,,Commune,Commune simple,FRA.7.2.6.8.10_1,
FRA007002006009001,Aubry-du-Hainaut,,Commune,Commune simple,FRA.7.2.6.9.1_1,
FRA007002006009002,Bellaing,,Commune,Commune simple,FRA.7.2.6.9.2_1,
FRA007002006009003,Petite-Forêt,,Commune,Commune simple,FRA.7.2.6.9.3_1,
FRA007002006009004,Wallers,,Commune,Commune simple,FRA.7.2.6.9.4_1,
FRA007002006010001,Artres,,Commune,Commune simple,FRA.7.2.6.10.1_1,
FRA007002006010002,Aulnoy-lez-Valenciennes,,Commune,Commune simple,FRA.7.2.6.10.2_1,
FRA007002006010003,Famars,,Commune,Commune simple,FRA.7.2.6.10.3_1,
FRA007002006010004,Haulchin,,Commune,Commune simple,FRA.7.2.6.10.4_1,
FRA007002006010005,Hérin,,Commune,Commune simple,FRA.7.2.6.10.5_1,
FRA007002006010006,La Sentinelle,,Commune,Commune simple,FRA.7.2.6.10.6_1,
FRA007002006010007,Maing,,Commune,Commune simple,FRA.7.2.6.10.7_1,
FRA007002006010008,Monchaux-sur-Écaillon,,Commune,Commune simple,FRA.7.2.6.10.8_1,
FRA007002006010009,Oisy,,Commune,Commune simple,FRA.7.2.6.10.9_1,
FRA007002006010010,Prouvy,,Commune,Commune simple,FRA.7.2.6.10.10_1,
FRA007002006010011,Quérénaing,,Commune,Commune simple,FRA.7.2.6.10.11_1,
FRA007002006010012,Rouvignies,,Commune,Commune simple,FRA.7.2.6.10.12_1,
FRA007002006010013,Thiant,,Commune,Commune simple,FRA.7.2.6.10.13_1,
FRA007002006010014,Trith-Saint-Léger,,Commune,Commune simple,FRA.7.2.6.10.14_1,
FRA007002006010015,Verchain-Maugré,,Commune,Commune simple,FRA.7.2.6.10.15_1,
FRA007002006011001,Valenciennes,,Commune,Sous-préfecture,FRA.7.2.6.11.1_1,
FRA007003001001001,Auneuil,,Commune,Chef-lieu canton,FRA.7.3.1.1.1_1,
FRA007003001001002,Auteuil,,Commune,Commune simple,FRA.7.3.1.1.2_1,
FRA007003001001003,Beaumont-les-Nonains,,Commune,Commune simple,FRA.7.3.1.1.3_1,
FRA007003001001004,Berneuil-en-Bray,,Commune,Commune simple,FRA.7.3.1.1.4_1,
FRA007003001001005,Frocourt,,Commune,Commune simple,FRA.7.3.1.1.5_1,
FRA007003001001006,Jouy-sous-Thelle,,Commune,Commune simple,FRA.7.3.1.1.6_1,
FRA007003001001007,La Houssoye,,Commune,Commune simple,FRA.7.3.1.1.7_1,
FRA007003001001008,La Neuville-Garnier,,Commune,Commune simple,FRA.7.3.1.1.8_1,
FRA007003001001009,Le Mesnil-Théribus,,Commune,Commune simple,FRA.7.3.1.1.9_1,
FRA007003001001010,Le Mont-Saint-Adrien,,Commune,Commune simple,FRA.7.3.1.1.10_1,
FRA007003001001011,Ons-en-Bray,,Commune,Commune simple,FRA.7.3.1.1.11_1,
FRA007003001001012,Porcheux,,Commune,Commune simple,FRA.7.3.1.1.12_1,
FRA007003001001013,Rainvillers,,Commune,Commune simple,FRA.7.3.1.1.13_1,
FRA007003001001014,Saint-Germain-la-Poterie,,Commune,Commune simple,FRA.7.3.1.1.14_1,
FRA007003001001015,Saint-Léger-en-Bray,,Commune,Commune simple,FRA.7.3.1.1.15_1,
FRA007003001001016,Saint-Paul,,Commune,Commune simple,FRA.7.3.1.1.16_1,
FRA007003001001017,Troussures,,Commune,Commune simple,FRA.7.3.1.1.17_1,
FRA007003001001018,Valdampierre,,Commune,Commune simple,FRA.7.3.1.1.18_1,
FRA007003001001019,Villers-Saint-Barthélemy,,Commune,Commune simple,FRA.7.3.1.1.19_1,
FRA007003001001020,Villotran,,Commune,Commune simple,FRA.7.3.1.1.20_1,
FRA007003001002001,Fouquenies,,Commune,Commune simple,FRA.7.3.1.2.1_1,
FRA007003001002002,Herchies,,Commune,Commune simple,FRA.7.3.1.2.2_1,
FRA007003001002003,Pierrefitte-en-Beauvaisis,,Commune,Commune simple,FRA.7.3.1.2.3_1,
FRA007003001002004,Savignies,,Commune,Commune simple,FRA.7.3.1.2.4_1,
FRA007003001003001,Allonne,,Commune,Commune simple,FRA.7.3.1.3.1_1,
FRA007003001003002,Aux Marais,,Commune,Commune simple,FRA.7.3.1.3.2_1,
FRA007003001003003,Goincourt,,Commune,Commune simple,FRA.7.3.1.3.3_1,
FRA007003001003004,Saint-Martin-le-Nœud,,Commune,Commune simple,FRA.7.3.1.3.4_1,
FRA007003001004001,Beauvais,,Commune,Préfecture,FRA.7.3.1.4.1_1,
FRA007003001005001,Bachivillers,,Commune,Commune simple,FRA.7.3.1.5.1_1,
FRA007003001005002,Boissy-le-Bois,,Commune,Commune simple,FRA.7.3.1.5.2_1,
FRA007003001005003,Boubiers,,Commune,Commune simple,FRA.7.3.1.5.3_1,
FRA007003001005004,Bouconvillers,,Commune,Commune simple,FRA.7.3.1.5.4_1,
FRA007003001005005,Boury-en-Vexin,,Commune,Commune simple,FRA.7.3.1.5.5_1,
FRA007003001005006,Boutencourt,,Commune,Commune simple,FRA.7.3.1.5.6_1,
FRA007003001005007,Chambors,,Commune,Commune simple,FRA.7.3.1.5.7_1,
FRA007003001005008,Chaumont-en-Vexin,,Commune,Chef-lieu canton,FRA.7.3.1.5.8_1,
FRA007003001005009,Courcelles-lès-Gisors,,Commune,Commune simple,FRA.7.3.1.5.9_1,
FRA007003001005010,Delincourt,,Commune,Commune simple,FRA.7.3.1.5.10_1,
FRA007003001005011,Énencourt-le-Sec,,Commune,Commune simple,FRA.7.3.1.5.11_1,
FRA007003001005012,Énencourt-Léage,,Commune,Commune simple,FRA.7.3.1.5.12_1,
FRA007003001005013,Éragny-sur-Epte,,Commune,Commune simple,FRA.7.3.1.5.13_1,
FRA007003001005014,Fay-les-Étangs,,Commune,Commune simple,FRA.7.3.1.5.14_1,
FRA007003001005015,Fleury,,Commune,Commune simple,FRA.7.3.1.5.15_1,
FRA007003001005016,Fresne-Léguillon,,Commune,Commune simple,FRA.7.3.1.5.16_1,
FRA007003001005017,Hadancourt-le-Haut-Clocher,,Commune,Commune simple,FRA.7.3.1.5.17_1,
FRA007003001005018,Hardivillers-en-Vexin,,Commune,Commune simple,FRA.7.3.1.5.18_1,
FRA007003001005019,Jaméricourt,,Commune,Commune simple,FRA.7.3.1.5.19_1,
FRA007003001005020,Lattainville,,Commune,Commune simple,FRA.7.3.1.5.20_1,
FRA007003001005021,Lavilletertre,,Commune,Commune simple,FRA.7.3.1.5.21_1,
FRA007003001005022,Liancourt-Saint-Pierre,,Commune,Commune simple,FRA.7.3.1.5.22_1,
FRA007003001005023,Lierville,,Commune,Commune simple,FRA.7.3.1.5.23_1,
FRA007003001005024,Loconville,,Commune,Commune simple,FRA.7.3.1.5.24_1,
FRA007003001005025,Monneville,,Commune,Commune simple,FRA.7.3.1.5.25_1,
FRA007003001005026,Montagny-en-Vexin,,Commune,Commune simple,FRA.7.3.1.5.26_1,
FRA007003001005027,Montjavoult,,Commune,Commune simple,FRA.7.3.1.5.27_1,
FRA007003001005028,Parnes,,Commune,Commune simple,FRA.7.3.1.5.28_1,
FRA007003001005029,Reilly,,Commune,Commune simple,FRA.7.3.1.5.29_1,
FRA007003001005030,Senots,,Commune,Commune simple,FRA.7.3.1.5.30_1,
FRA007003001005031,Serans,,Commune,Commune simple,FRA.7.3.1.5.31_1,
FRA007003001005032,Thibivillers,,Commune,Commune simple,FRA.7.3.1.5.32_1,
FRA007003001005033,Tourly,,Commune,Commune simple,FRA.7.3.1.5.33_1,
FRA007003001005034,Trie-Château,,Commune,Commune simple,FRA.7.3.1.5.34_1,
FRA007003001005035,Trie-la-Ville,,Commune,Commune simple,FRA.7.3.1.5.35_1,
FRA007003001005036,Vaudancourt,,Commune,Commune simple,FRA.7.3.1.5.36_1,
FRA007003001005037,Villers-sur-Trie,,Commune,Commune simple,FRA.7.3.1.5.37_1,
FRA007003001006001,Auchy-la-Montagne,,Commune,Commune simple,FRA.7.3.1.6.1_1,
FRA007003001006002,Blancfossé,,Commune,Commune simple,FRA.7.3.1.6.2_1,
FRA007003001006003,Catheux,,Commune,Commune simple,FRA.7.3.1.6.3_1,
FRA007003001006004,Choqueuse-les-Bénards,,Commune,Commune simple,FRA.7.3.1.6.4_1,
FRA007003001006005,Conteville,,Commune,Commune simple,FRA.7.3.1.6.5_1,
FRA007003001006006,Cormeilles,,Commune,Commune simple,FRA.7.3.1.6.6_1,
FRA007003001006007,Crèvecœur-le-Grand,,Commune,Chef-lieu canton,FRA.7.3.1.6.7_1,
FRA007003001006008,Croissy-sur-Celle,,Commune,Commune simple,FRA.7.3.1.6.8_1,
FRA007003001006009,Doméliers,,Commune,Commune simple,FRA.7.3.1.6.9_1,
FRA007003001006010,Fontaine-Bonneleau,,Commune,Commune simple,FRA.7.3.1.6.10_1,
FRA007003001006011,Francastel,,Commune,Commune simple,FRA.7.3.1.6.11_1,
FRA007003001006012,Lachaussée-du-Bois-d'Écu,,Commune,Commune simple,FRA.7.3.1.6.12_1,
FRA007003001006013,Le Crocq,,Commune,Commune simple,FRA.7.3.1.6.13_1,
FRA007003001006014,Le Gallet,,Commune,Commune simple,FRA.7.3.1.6.14_1,
FRA007003001006015,Le Saulchoy,,Commune,Commune simple,FRA.7.3.1.6.15_1,
FRA007003001006016,Luchy,,Commune,Commune simple,FRA.7.3.1.6.16_1,
FRA007003001006017,Maulers,,Commune,Commune simple,FRA.7.3.1.6.17_1,
FRA007003001006018,Muidorge,,Commune,Commune simple,FRA.7.3.1.6.18_1,
FRA007003001006019,Rotangy,,Commune,Commune simple,FRA.7.3.1.6.19_1,
FRA007003001006020,Viefvillers,,Commune,Commune simple,FRA.7.3.1.6.20_1,
FRA007003001007001,Abancourt,,Commune,Commune simple,FRA.7.3.1.7.1_1,
FRA007003001007002,Blargies,,Commune,Commune simple,FRA.7.3.1.7.2_1,
FRA007003001007003,Boutavent,,Commune,Commune simple,FRA.7.3.1.7.3_1,
FRA007003001007004,Bouvresse,,Commune,Commune simple,FRA.7.3.1.7.4_1,
FRA007003001007005,Broquiers,,Commune,Commune simple,FRA.7.3.1.7.5_1,
FRA007003001007006,Campeaux,,Commune,Commune simple,FRA.7.3.1.7.6_1,
FRA007003001007007,Canny-sur-Thérain,,Commune,Commune simple,FRA.7.3.1.7.7_1,
FRA007003001007008,Escles-Saint-Pierre,,Commune,Commune simple,FRA.7.3.1.7.8_1,
FRA007003001007009,Formerie,,Commune,Chef-lieu canton,FRA.7.3.1.7.9_1,
FRA007003001007010,Fouilloy,,Commune,Commune simple,FRA.7.3.1.7.10_1,
FRA007003001007011,Gourchelles,,Commune,Commune simple,FRA.7.3.1.7.11_1,
FRA007003001007012,Héricourt-sur-Thérain,,Commune,Commune simple,FRA.7.3.1.7.12_1,
FRA007003001007013,Lannoy-Cuillère,,Commune,Commune simple,FRA.7.3.1.7.13_1,
FRA007003001007014,Moliens,,Commune,Commune simple,FRA.7.3.1.7.14_1,
FRA007003001007015,Monceaux-l'Abbaye,,Commune,Commune simple,FRA.7.3.1.7.15_1,
FRA007003001007016,Mureaumont,,Commune,Commune simple,FRA.7.3.1.7.16_1,
FRA007003001007017,Omécourt,,Commune,Commune simple,FRA.7.3.1.7.17_1,
FRA007003001007018,Quincampoix-Fleuzy,,Commune,Commune simple,FRA.7.3.1.7.18_1,
FRA007003001007019,Romescamps,,Commune,Commune simple,FRA.7.3.1.7.19_1,
FRA007003001007020,Saint-Arnoult,,Commune,Commune simple,FRA.7.3.1.7.20_1,
FRA007003001007021,Saint-Samson-la-Poterie,,Commune,Commune simple,FRA.7.3.1.7.21_1,
FRA007003001007022,Saint-Valery,,Commune,Commune simple,FRA.7.3.1.7.22_1,
FRA007003001007023,Villers-Vermont,,Commune,Commune simple,FRA.7.3.1.7.23_1,
FRA007003001008001,Beaudéduit,,Commune,Commune simple,FRA.7.3.1.8.1_1,
FRA007003001008002,Briot,,Commune,Commune simple,FRA.7.3.1.8.2_1,
FRA007003001008003,Brombos,,Commune,Commune simple,FRA.7.3.1.8.3_1,
FRA007003001008004,Cempuis,,Commune,Commune simple,FRA.7.3.1.8.4_1,
FRA007003001008005,Daméraucourt,,Commune,Commune simple,FRA.7.3.1.8.5_1,
FRA007003001008006,Dargies,,Commune,Commune simple,FRA.7.3.1.8.6_1,
FRA007003001008007,Élencourt,,Commune,Commune simple,FRA.7.3.1.8.7_1,
FRA007003001008008,Feuquières,,Commune,Commune simple,FRA.7.3.1.8.8_1,
FRA007003001008009,Grandvilliers,,Commune,Chef-lieu canton,FRA.7.3.1.8.9_1,
FRA007003001008010,Grez,,Commune,Commune simple,FRA.7.3.1.8.10_1,
FRA007003001008011,Halloy,,Commune,Commune simple,FRA.7.3.1.8.11_1,
FRA007003001008012,Hautbos,,Commune,Commune simple,FRA.7.3.1.8.12_1,
FRA007003001008013,Lavacquerie,,Commune,Commune simple,FRA.7.3.1.8.13_1,
FRA007003001008014,Laverrière,,Commune,Commune simple,FRA.7.3.1.8.14_1,
FRA007003001008015,Le Hamel,,Commune,Commune simple,FRA.7.3.1.8.15_1,
FRA007003001008016,Le Mesnil-Conteville,,Commune,Commune simple,FRA.7.3.1.8.16_1,
FRA007003001008017,Offoy,,Commune,Commune simple,FRA.7.3.1.8.17_1,
FRA007003001008018,Saint-Maur,,Commune,Commune simple,FRA.7.3.1.8.18_1,
FRA007003001008019,Saint-Thibault,,Commune,Commune simple,FRA.7.3.1.8.19_1,
FRA007003001008020,Sarcus,,Commune,Commune simple,FRA.7.3.1.8.20_1,
FRA007003001008021,Sarnois,,Commune,Commune simple,FRA.7.3.1.8.21_1,
FRA007003001008022,Sommereux,,Commune,Commune simple,FRA.7.3.1.8.22_1,
FRA007003001008023,Thieuloy-Saint-Antoine,,Commune,Commune simple,FRA.7.3.1.8.23_1,
FRA007003001009001,Blacourt,,Commune,Commune simple,FRA.7.3.1.9.1_1,
FRA007003001009002,Cuigy-en-Bray,,Commune,Commune simple,FRA.7.3.1.9.2_1,
FRA007003001009003,Espaubourg,,Commune,Commune simple,FRA.7.3.1.9.3_1,
FRA007003001009004,Flavacourt,,Commune,Commune simple,FRA.7.3.1.9.4_1,
FRA007003001009005,Hodenc-en-Bray,,Commune,Commune simple,FRA.7.3.1.9.5_1,
FRA007003001009006,Labosse,,Commune,Commune simple,FRA.7.3.1.9.6_1,
FRA007003001009007,Lachapelle-aux-Pots,,Commune,Commune simple,FRA.7.3.1.9.7_1,
FRA007003001009008,Lalande-en-Son,,Commune,Commune simple,FRA.7.3.1.9.8_1,
FRA007003001009009,Lalandelle,,Commune,Commune simple,FRA.7.3.1.9.9_1,
FRA007003001009010,Le Coudray-Saint-Germer,,Commune,Chef-lieu canton,FRA.7.3.1.9.10_1,
FRA007003001009011,Le Vaumain,,Commune,Commune simple,FRA.7.3.1.9.11_1,
FRA007003001009012,Le Vauroux,,Commune,Commune simple,FRA.7.3.1.9.12_1,
FRA007003001009013,Puiseux-en-Bray,,Commune,Commune simple,FRA.7.3.1.9.13_1,
FRA007003001009014,Saint-Aubin-en-Bray,,Commune,Commune simple,FRA.7.3.1.9.14_1,
FRA007003001009015,Saint-Germer-de-Fly,,Commune,Commune simple,FRA.7.3.1.9.15_1,
FRA007003001009016,Saint-Pierre-es-Champs,,Commune,Commune simple,FRA.7.3.1.9.16_1,
FRA007003001009017,Sérifontaine,,Commune,Commune simple,FRA.7.3.1.9.17_1,
FRA007003001009018,Talmontiers,,Commune,Commune simple,FRA.7.3.1.9.18_1,
FRA007003001010001,Achy,,Commune,Commune simple,FRA.7.3.1.10.1_1,
FRA007003001010002,Blicourt,,Commune,Commune simple,FRA.7.3.1.10.2_1,
FRA007003001010003,Bonnières,,Commune,Commune simple,FRA.7.3.1.10.3_1,
FRA007003001010004,Fontaine-Lavaganne,,Commune,Commune simple,FRA.7.3.1.10.4_1,
FRA007003001010005,Gaudechart,,Commune,Commune simple,FRA.7.3.1.10.5_1,
FRA007003001010006,Haute-Épine,,Commune,Commune simple,FRA.7.3.1.10.6_1,
FRA007003001010007,Hétomesnil,,Commune,Commune simple,FRA.7.3.1.10.7_1,
FRA007003001010008,La Neuville-sur-Oudeuil,,Commune,Commune simple,FRA.7.3.1.10.8_1,
FRA007003001010009,La Neuville-Vault,,Commune,Commune simple,FRA.7.3.1.10.9_1,
FRA007003001010010,Lihus,,Commune,Commune simple,FRA.7.3.1.10.10_1,
FRA007003001010011,Marseille-en-Beauvaisis,,Commune,Chef-lieu canton,FRA.7.3.1.10.11_1,
FRA007003001010012,Milly-sur-Thérain,,Commune,Commune simple,FRA.7.3.1.10.12_1,
FRA007003001010013,Oudeuil,,Commune,Commune simple,FRA.7.3.1.10.13_1,
FRA007003001010014,Pisseleu,,Commune,Commune simple,FRA.7.3.1.10.14_1,
FRA007003001010015,Prévillers,,Commune,Commune simple,FRA.7.3.1.10.15_1,
FRA007003001010016,Rothois,,Commune,Commune simple,FRA.7.3.1.10.16_1,
FRA007003001010017,Roy-Boissy,,Commune,Commune simple,FRA.7.3.1.10.17_1,
FRA007003001010018,Saint-Omer-en-Chaussée,,Commune,Commune simple,FRA.7.3.1.10.18_1,
