admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Uraga,ET041401,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Wachile,ET041298,,,,Borena,ET0412,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Wadera,ET041404,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Wadla,ET030305,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Wahil,ET150207,,,,Dire Dawa rural,ET1502,Dire Dawa,ET15,Ethiopia,ET,2019-08-19,2019-10-28,
Wajale City,ET050295,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Waliso,ET041303,,,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Wama Hagalo,ET040216,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Wangey,ET050499,,,,Erer,ET0504,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Wantawo,ET120104,,,,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,2019-08-19,2019-10-28,
Wara Jarso,ET040601,,,,North Shewa,ET0406,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Warder,ET050704,,,,Doolo,ET0507,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Wayu Tuka,ET040206,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Wegde,ET030416,,,,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Wegera,ET031109,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Welkait,ET010502,,,,Western,ET0105,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Welkite Town,ET070114,,,,Guraghe,ET0701,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Welmera,ET042014,,,,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Wemberma,ET030711,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Wenago,ET070501,,,,Gedeo,ET0705,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Wenbera,ET060203,,,,Metekel,ET0602,Benishangul Gumz,ET06,Ethiopia,ET,2019-08-19,2019-10-28,
Wenchi,ET041302,,,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Wera Djo,ET071404,,,,Halaba Special,ET0714,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Were Ilu,ET030415,,,,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Werei Leke,ET010203,,,,Central,ET0102,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Wereilu Town,ET030423,,,,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
West Belesa,ET031116,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
West Dembiya,ET031125,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
West Esite,ET030211,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
West Imi,ET050805,,,,Afder,ET0508,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Wilbareg,ET072008,,,,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Woldiya Town,ET030309,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Woliso Town,ET041311,,,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Wondo,ET041797,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Wondo-Genet,ET070420,,,,Sidama,ET0704,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Wondo-Genet Town,ET070438,,,,Sidama,ET0704,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Wonosho,ET070413,,,,Sidama,ET0704,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Worabe Town,ET072010,,,,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Worebabu,ET030422,,,,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Woreta Town,ET030293,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Wuchale,ET040608,,,,North Shewa,ET0406,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Wukro Town,ET010309,,,,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Yabelo,ET041207,,,,Borena,ET0412,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Yabelo Town,ET041296,,,,Borena,ET0412,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Yahob,ET050498,,,,Erer,ET0504,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Yalo,ET020404,,,,Zone 4 (Fantana Rasu),ET0204,Afar,ET02,Ethiopia,ET,2019-08-19,2019-10-28,
Yama Logi Welel,ET041802,,,,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Yaso,ET060401,,,,Kemashi,ET0604,Benishangul Gumz,ET06,Ethiopia,ET,2019-08-19,2019-10-28,
Yaya Gulele,ET040614,,,,North Shewa,ET0406,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Yayu,ET040309,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Yebeklo Segno,ET070619,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Yeka,ET140107,,,,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2019-08-19,2019-10-28,
Yeki,ET070803,,,,Sheka,ET0708,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Yem SP Woreda,ET072401,,,,Yem Special,ET0724,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Yilmana Densa,ET030703,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Yirgachefe,ET070502,,,,Gedeo,ET0705,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Yirgachefe Town,ET070512,,,,Gedeo,ET0705,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Yirgalem Town Adm.,ET070422,,,,Sidama,ET0704,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Yocale,ET050382,,,,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Yubdo,ET040112,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Zabagazo,ET071710,,,,Dawuro,ET0717,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Zala,ET071503,,,,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Zequala,ET030801,,,,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Zigem,ET030997,,,,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Ziway Dugda,ET040806,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
