admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Golo Oda,ET041017,,,,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Golocha,ET040803,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Gololcha Bale,ET041105,,,,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Goma,ET040407,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Gombora,ET070202,,,,Hadiya,ET0702,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Gomole,ET041223,,,,Borena,ET0412,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Goncha Siso Enebse,ET030603,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Gonder City Adm.,ET031118,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Gonder Zuria,ET031110,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Gonje,ET030718,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Gora Dola,ET041413,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Gorche,ET070411,,,,Sidama,ET0704,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Gori Gesha,ET071803,,,,Mirab Omo,ET0718,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Goro (Bale),ET041116,,,,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Goro (SW Shewa),ET041312,,,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Goro Baqaqsa,ET050903,,,,Liban,ET0509,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Goro Gutu,ET041010,,,,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Goro Muti,ET041089,,,,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Gota-Biki,ET050198,,,,Siti,ET0501,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Guagusa Shikudad,ET030907,,,,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Guangua,ET030904,,,,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Guba,ET060202,,,,Metekel,ET0602,Benishangul Gumz,ET06,Ethiopia,ET,2019-08-19,2019-10-28,
Guba Lafto,ET030307,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Guchi,ET041290,,,,Borena,ET0412,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Gudetu Kondole,ET040109,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Guduru,ET041903,,,,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Gulele,ET140110,,,,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2019-08-19,2019-10-28,
Gulina,ET020405,,,,Zone 4 (Fantana Rasu),ET0204,Afar,ET02,Ethiopia,ET,2019-08-19,2019-10-28,
Guliso,ET040119,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Gulo Mekeda,ET010301,,,,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Gumay,ET040416,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Gumbi Bordede,ET040991,,,,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Gumer,ET070109,,,,Guraghe,ET0701,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Gumi Idalo,ET041497,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Guna,ET040819,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Guna Begemider,ET030212,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Gunagado,ET050305,,,,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Gununo Town,ET070618,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Gura Damole,ET041115,,,,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Guradamole,ET050904,,,,Liban,ET0509,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Gurafereda,ET071102,,,,Bench Maji,ET0711,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Gursum (Oromia),ET041003,,,,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Gursum (Somali),ET050202,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Guto Gida,ET040213,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Guzamn,ET030610,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Habro,ET040908,,,,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Habru,ET030308,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Hadelela,ET020505,,,,Zone 5 (Hari Rasu),ET0205,Afar,ET02,Ethiopia,ET,2019-08-19,2019-10-28,
Hadero Tunto,ET070305,,,,Kembata Tibaro,ET0703,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Hadhagala,ET050106,,,,Siti,ET0501,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Hadnet,ET011066,,,,Mekele Special,ET0110,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Hafat Issa,ET150112,,,,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2019-08-19,2019-10-28,
Hagere Mariam,ET030516,,,,North Shewa,ET0305,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Hakim,ET130104,,,,Harari,ET1301,Harari,ET13,Ethiopia,ET,2019-08-19,2019-10-28,
Halaba SP Woreda,ET071402,,,,Halaba Special,ET0714,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Halu (Huka),ET040319,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Hambela Wamena,ET041509,,,,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Hamer,ET070704,,,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Hamero,ET050404,,,,Erer,ET0504,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Hararey,ET051096,,,,Nogob,ET0510,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Harawo,ET050299,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Harena Buluk,ET041111,,,,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Hargele,ET050806,,,,Afder,ET0508,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Haro Limu,ET040204,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Haro Maya,ET041006,,,,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Haro Walabu,ET041490,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Haromaya Town,ET041019,,,,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Haroreys,ET050298,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Harshin,ET050207,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Haru,ET040114,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Hawa Galan,ET041801,,,,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Hawasa Town,ET070419,,,,Sidama,ET0704,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Hawassa Zuria,ET070402,,,,Sidama,ET0704,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Hawela,ET070425,,,,Sidama,ET0704,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Hawelti,ET011065,,,,Mekele Special,ET0110,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
"Hawi Gudina
",ET040915,,,,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Hawzen,ET010305,,,,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Heban Arsi,ET041783,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Hidabu Abote,ET040603,,,,North Shewa,ET0406,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Higloley,ET050597,,,,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Hike Town,ET030499,,,,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Hintalo Wajirat,ET010603,,,,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Hitosa,ET040807,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Hokko,ET070433,,,,Sidama,ET0704,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Holeta Town,ET042020,,,,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Homa,ET040117,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Homosha,ET060307,,,,Asosa,ET0603,Benishangul Gumz,ET06,Ethiopia,ET,2019-08-19,2019-10-28,
Horo,ET041901,,,,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Horo Buluk,ET041912,,,,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Horshagah,ET051095,,,,Nogob,ET0510,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Hosaena Town,ET070211,,,,Hadiya,ET0702,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Hudet,ET051104,,,,Daawa,ET0511,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Hulet Ej Enese,ET030602,,,,East Gojam,ET0306,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Hulla,ET070407,,,,Sidama,ET0704,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Humbo,ET070604,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Hurumu,ET040316,,,,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Ibantu,ET040202,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Ifata,ET040519,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Illu Galan,ET040500,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Ilu,ET041305,,,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Injibara Town,ET030996,,,,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Inkolo Wabe,ET040824,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Itang,ET120407,,,,Etang Special woreda,ET1204,Gambela,ET12,Ethiopia,ET,2019-08-19,2019-10-28,
Jabi Tehnan,ET030709,,,,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Jajura City Admin,ET070214,,,,Hadiya,ET0702,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Jama,ET030414,,,,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Janamora,ET030103,,,,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Jarso (East Hararghe),ET041002,,,,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Jarso (West Wellega),ET040108,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Jarte Jardega,ET041908,,,,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Jawi,ET030906,,,,Awi,ET0309,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Jeju,ET040804,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Jeldessa,ET150206,,,,Dire Dawa rural,ET1502,Dire Dawa,ET15,Ethiopia,ET,2019-08-19,2019-10-28,
Jeldu,ET040502,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Jibat,ET040518,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Jida,ET040615,,,,North Shewa,ET0406,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Jigjiga City,ET050293,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Jikawo,ET120103,,,,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,2019-08-19,2019-10-28,
Jilye Tumuga,ET031003,,,,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Jimma Arjo,ET040214,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Jimma Genete,ET041906,,,,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Jimma Horo,ET041810,,,,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Jimma Rare,ET041907,,,,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Jimma/Town/,ET040418,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Jinela,ET130103,,,,Harari,ET1301,Harari,ET13,Ethiopia,ET,2019-08-19,2019-10-28,
Jinka Town Admin,ET070709,,,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Jore,ET120204,,,,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,2019-08-19,2019-10-28,
Kacha Bira,ET070304,,,,Kembata Tibaro,ET0703,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Kache,ET071706,,,,Dawuro,ET0717,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Kafta Humera,ET010501,,,,Western,ET0105,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Kalu,ET030407,,,,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Kamashi,ET060403,,,,Kemashi,ET0604,Benishangul Gumz,ET06,Ethiopia,ET,2019-08-19,2019-10-28,
Karat Town,ET071301,,,,Konso,ET0713,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Kazira,ET150113,,,,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2019-08-19,2019-10-28,
Kebena,ET070101,,,,Guraghe,ET0701,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Kebribayah Town,ET050296,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Kebribeyah,ET050206,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Kebridehar,ET050502,,,,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Kebridehar City,ET050592,,,,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Kedamay Weyane,ET011064,,,,Mekele Special,ET0110,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Kediada Gambela,ET070303,,,,Kembata Tibaro,ET0703,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Kelafo,ET050605,,,,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Kelela,ET030413,,,,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Kelete Awelallo,ET010306,,,,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Kemba,ET071011,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Kemba Town,ET071012,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Kemisie Town,ET031006,,,,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Kena /Karat Zuria,ET071303,,,,Konso,ET0713,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Kercha,ET041502,,,,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Kersa (East Hararge),ET041008,,,,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Kersa (Jimma),ET040405,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Kersana Malima,ET041307,,,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Kewet,ET030512,,,,North Shewa,ET0305,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Kiltu Kara,ET040105,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Kimbibit,ET040610,,,,North Shewa,ET0406,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Kindo Dida,ET070610,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Kindo Koyesha,ET070606,,,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Kinfaz,ET031122,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Kiremu,ET040217,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Kirkos,ET140106,,,,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2019-08-19,2019-10-28,
Kobo Town,ET030399,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Kochere,ET070503,,,,Gedeo,ET0705,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Kofele,ET041704,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Kohle/Qoxle,ET050898,,,,Afder,ET0508,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Kokosa,ET041708,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Kola Temben,ET010208,,,,Central,ET0102,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Kolfe - Keran,ET140103,,,,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2019-08-19,2019-10-28,
Kombolcha,ET041001,,,,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Kombolcha Town,ET030417,,,,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Koran/Mulla,ET050297,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Kore,ET041705,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Korem Town,ET010410,,,,Southern,ET0104,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Kucha,ET071019,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Kucha Alpha,ET071017,,,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Kuha,ET011063,,,,Mekele Special,ET0110,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Kulito Town,ET071401,,,,Halaba Special,ET0714,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Kumbi,ET041098,,,,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Kuni,ET040911,,,,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Kunneba,ET020202,,,,Zone 2 (Kilbet Rasu),ET0202,Afar,ET02,Ethiopia,ET,2019-08-19,2019-10-28,
Kurfa Chele,ET041007,,,,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Kurmuk,ET060302,,,,Asosa,ET0603,Benishangul Gumz,ET06,Ethiopia,ET,2019-08-19,2019-10-28,
Kurri,ET020108,,,,Zone 1 (Awsi Rasu),ET0201,Afar,ET02,Ethiopia,ET,2019-08-19,2019-10-28,
Kutaber,ET030403,,,,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Kuyu,ET040604,,,,North Shewa,ET0406,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Laelay Adiabo,ET010102,,,,North Western,ET0101,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Laelay Maychew,ET010205,,,,Central,ET0102,Tigray,ET01,Ethiopia,ET,2019-08-19,2019-10-28,
Lagahida,ET050407,,,,Erer,ET0504,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Lalibela Town,ET030398,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Lalo Asabi,ET040104,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Lalo Kile,ET041811,,,,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Lanfero,ET072003,,,,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Lare,ET120102,,,,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,2019-08-19,2019-10-28,
Lasdhankayre,ET050596,,,,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Lasta,ET030310,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Lay Armacho,ET031108,,,,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Lay Gayint,ET030205,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Legambo,ET030410,,,,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Lege Hida,ET041107,,,,Bale,ET0411,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Lege Tafo-Lege Dadi Town,ET042004,,,,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Legehare,ET150105,,,,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2019-08-19,2019-10-28,
Legehida,ET030420,,,,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Lehel-Yucub,ET050798,,,,Doolo,ET0507,Somali,ET05,Ethiopia,ET,2019-08-19,2019-10-28,
Leka Dulecha,ET040212,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Leku Town Administration,ET070424,,,,Sidama,ET0704,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Leta Sibu,ET040197,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Liban Jawi,ET040597,,,,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Liben,ET041407,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Liben Chukala,ET040711,,,,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Libokemekem,ET030202,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2019-08-19,2019-10-28,
Lideta,ET140105,,,,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2019-08-19,2019-10-28,
Limu (Oromia),ET040201,,,,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Limu (SNNP),ET070203,,,,Hadiya,ET0702,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Limu Bilbilo,ET040818,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Limu Kosa,ET040402,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Limu Seka,ET040401,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Logiya-Semera,ET020198,,,,Zone 1 (Awsi Rasu),ET0201,Afar,ET02,Ethiopia,ET,2019-08-19,2019-10-28,
Loka Abaya,ET070414,,,,Sidama,ET0704,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Lome (Oromia),ET040704,,,,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Lome (SNNP),ET071703,,,,Dawuro,ET0717,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Lude Hitosa,ET040821,,,,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Maji,ET071807,,,,Mirab Omo,ET0718,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Makuey,ET120105,,,,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,2019-08-19,2019-10-28,
Male,ET070707,,,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Malga,ET070412,,,,Sidama,ET0704,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
Malka Jabti (M/jebdu),ET150104,,,,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2019-08-19,2019-10-28,
Mana Sibu,ET040101,,,,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Mancho,ET040490,,,,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,2019-08-19,2019-10-28,
Mandura,ET060204,,,,Metekel,ET0602,Benishangul Gumz,ET06,Ethiopia,ET,2019-08-19,2019-10-28,
Maokomo Special,ET060508,,,,Mao Komo Special,ET0605,Benishangul Gumz,ET06,Ethiopia,ET,2019-08-19,2019-10-28,
Mareka,ET071702,,,,Dawuro,ET0717,SNNP,ET07,Ethiopia,ET,2019-08-19,2019-10-28,
